epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
179,2954.93,0.44435,0.41501,0.01374,0.93427,0.93305,0.95787,0.55186,0.47333,0.44419,0.01847,0.000993029,0.000993029,0.000993029
180,2971.42,0.43414,0.41526,0.01359,0.93059,0.94599,0.96172,0.5429,0.4886,0.45531,0.01998,0.000987371,0.000987371,0.000987371
181,2988.06,0.41538,0.41349,0.01296,0.92871,0.94096,0.9592,0.53106,0.50193,0.45689,0.02059,0.000981714,0.000981714,0.000981714
182,3004.46,0.43588,0.41808,0.01518,0.92071,0.93161,0.95537,0.52044,0.51617,0.45578,0.02141,0.000976057,0.000976057,0.000976057
183,3020.94,0.41557,0.40947,0.01419,0.92339,0.94312,0.95994,0.52592,0.5096,0.46536,0.02257,0.0009704,0.0009704,0.0009704
184,3037.42,0.43951,0.4189,0.01473,0.9351,0.93366,0.96206,0.50895,0.52463,0.46929,0.02091,0.000964743,0.000964743,0.000964743
185,3054.07,0.46363,0.42312,0.01501,0.94446,0.93037,0.9634,0.58976,0.43671,0.43404,0.01594,0.000959086,0.000959086,0.000959086
186,3070.56,0.48507,0.42763,0.01861,0.91661,0.92586,0.94781,0.47178,0.54728,0.46089,0.02079,0.000953429,0.000953429,0.000953429
187,3087.02,0.45726,0.42212,0.01466,0.92477,0.93815,0.95802,0.54639,0.47461,0.45795,0.01725,0.000947771,0.000947771,0.000947771
188,3103.49,0.41895,0.41379,0.01263,0.92086,0.94816,0.96181,0.54646,0.48426,0.44698,0.01897,0.000942114,0.000942114,0.000942114
189,3120.08,0.46767,0.42135,0.01446,0.93661,0.92542,0.95421,0.54947,0.48113,0.45226,0.018,0.000936457,0.000936457,0.000936457
190,3136.65,0.46568,0.42331,0.01554,0.92976,0.9424,0.96347,0.53904,0.49464,0.4524,0.01893,0.0009308,0.0009308,0.0009308
191,3153.13,0.48203,0.42185,0.01536,0.9368,0.93089,0.96107,0.55811,0.46017,0.43577,0.01597,0.000925143,0.000925143,0.000925143
192,3169.63,0.47537,0.42101,0.01554,0.93091,0.9313,0.95854,0.4402,0.59599,0.46553,0.0255,0.000919486,0.000919486,0.000919486
193,3186.16,0.46551,0.41976,0.01686,0.93593,0.93017,0.96036,0.5506,0.48164,0.44575,0.01867,0.000913829,0.000913829,0.000913829
194,3202.75,0.45228,0.41935,0.0143,0.92478,0.92081,0.94682,0.49883,0.52721,0.45095,0.01892,0.000908171,0.000908171,0.000908171
195,3219.32,0.48009,0.42594,0.01558,0.9336,0.94133,0.96416,0.49709,0.52792,0.46265,0.0206,0.000902514,0.000902514,0.000902514
196,3235.81,0.44359,0.41507,0.01448,0.94506,0.92879,0.9636,0.5563,0.4591,0.45055,0.01622,0.000896857,0.000896857,0.000896857
197,3252.29,0.42433,0.41621,0.0131,0.93811,0.91661,0.95598,0.49664,0.52953,0.46345,0.02098,0.0008912,0.0008912,0.0008912
198,3268.77,0.43824,0.4178,0.01316,0.948,0.93089,0.96552,0.53195,0.49314,0.455,0.02063,0.000885543,0.000885543,0.000885543
199,3285.35,0.43196,0.41622,0.0132,0.93736,0.92655,0.95945,0.55454,0.46693,0.44148,0.01775,0.000879886,0.000879886,0.000879886
200,3301.86,0.4533,0.42284,0.01352,0.9379,0.93017,0.95922,0.43427,0.60371,0.47041,0.02591,0.000874229,0.000874229,0.000874229
201,3318.37,0.4651,0.42155,0.01723,0.9223,0.94096,0.95526,0.54605,0.47788,0.44072,0.01731,0.000868571,0.000868571,0.000868571
202,3334.87,0.45431,0.42035,0.01661,0.92714,0.93305,0.95411,0.52772,0.49603,0.44629,0.01856,0.000862914,0.000862914,0.000862914
203,3351.39,0.50573,0.43358,0.0173,0.9076,0.92585,0.9402,0.25816,0.77401,0.4842,0.03391,0.000857257,0.000857257,0.000857257
204,3367.89,0.52198,0.44486,0.02159,0.93737,0.94815,0.96359,0.59789,0.41994,0.4248,0.01366,0.0008516,0.0008516,0.0008516
205,3384.41,0.47756,0.43138,0.01471,0.93046,0.92481,0.95207,0.49907,0.52222,0.44858,0.02089,0.000845943,0.000845943,0.000845943
206,3400.92,0.47547,0.42986,0.01691,0.91673,0.91577,0.94061,0.30158,0.72947,0.47827,0.03229,0.000840286,0.000840286,0.000840286
207,3417.42,0.46059,0.42517,0.01648,0.91864,0.92669,0.94898,0.48951,0.53749,0.45687,0.02341,0.000834629,0.000834629,0.000834629
208,3433.93,0.41636,0.412,0.01337,0.93456,0.93449,0.96284,0.59531,0.4264,0.43827,0.01512,0.000828971,0.000828971,0.000828971
209,3450.41,0.41562,0.41618,0.01472,0.92948,0.9388,0.96154,0.45773,0.55267,0.46836,0.02299,0.000823314,0.000823314,0.000823314
210,3466.79,0.44083,0.41882,0.01581,0.9353,0.93671,0.96354,0.50168,0.50109,0.45925,0.0191,0.000817657,0.000817657,0.000817657
211,3483.54,0.42035,0.41446,0.01297,0.93431,0.94384,0.96459,0.52172,0.49394,0.46159,0.01914,0.000812,0.000812,0.000812
212,3499.9,0.43409,0.4165,0.01596,0.92562,0.94068,0.9603,0.54248,0.48778,0.45073,0.01885,0.000806343,0.000806343,0.000806343
213,3516.42,0.45096,0.42528,0.01401,0.92577,0.94284,0.95785,0.51449,0.51753,0.45596,0.0195,0.000800686,0.000800686,0.000800686
214,3532.87,0.43327,0.41377,0.01386,0.92391,0.94096,0.95586,0.50281,0.52343,0.45683,0.02049,0.000795029,0.000795029,0.000795029
215,3549.33,0.46808,0.42042,0.01575,0.92546,0.946,0.96348,0.50737,0.5099,0.45991,0.02033,0.000789371,0.000789371,0.000789371
216,3565.65,0.44163,0.42072,0.01266,0.91851,0.92514,0.94618,0.41464,0.61344,0.47403,0.02428,0.000783714,0.000783714,0.000783714
217,3582.18,0.4562,0.42177,0.01308,0.93337,0.94888,0.96336,0.56979,0.44754,0.43732,0.01668,0.000778057,0.000778057,0.000778057
218,3598.64,0.46223,0.42028,0.01694,0.92593,0.93598,0.95515,0.42543,0.59044,0.4725,0.02533,0.0007724,0.0007724,0.0007724
219,3615.16,0.42968,0.41981,0.01383,0.92605,0.94096,0.95686,0.53952,0.48876,0.45242,0.019,0.000766743,0.000766743,0.000766743
220,3631.62,0.43442,0.41355,0.0141,0.93149,0.93972,0.96151,0.50167,0.52471,0.46014,0.02133,0.000761086,0.000761086,0.000761086
221,3648.13,0.41533,0.41408,0.01313,0.92398,0.9276,0.95439,0.42393,0.60867,0.47891,0.02756,0.000755429,0.000755429,0.000755429
222,3664.56,0.45161,0.41835,0.01767,0.93583,0.93449,0.96357,0.57443,0.44401,0.45361,0.01561,0.000749771,0.000749771,0.000749771
223,3680.99,0.42075,0.41498,0.0128,0.93263,0.93233,0.95984,0.47084,0.55566,0.46565,0.02307,0.000744114,0.000744114,0.000744114
224,3697.54,0.38425,0.40545,0.01103,0.92782,0.93593,0.95804,0.49199,0.5383,0.47096,0.02234,0.000738457,0.000738457,0.000738457
225,3714.08,0.41552,0.40877,0.01332,0.93678,0.93876,0.96167,0.49745,0.52822,0.46337,0.02382,0.0007328,0.0007328,0.0007328
226,3730.64,0.43857,0.41359,0.01491,0.93804,0.94528,0.96403,0.54619,0.48331,0.45091,0.02097,0.000727143,0.000727143,0.000727143
227,3747.13,0.44629,0.41008,0.01679,0.92929,0.93737,0.95654,0.48268,0.54942,0.46009,0.02468,0.000721486,0.000721486,0.000721486
228,3763.53,0.42934,0.41407,0.01211,0.93823,0.95133,0.96652,0.55756,0.46921,0.44957,0.01994,0.000715829,0.000715829,0.000715829
229,3780,0.50077,0.43024,0.01704,0.92342,0.93593,0.9579,0.44615,0.58241,0.47297,0.02592,0.000710171,0.000710171,0.000710171
230,3796.65,0.46212,0.42304,0.01333,0.93515,0.93161,0.95925,0.51376,0.52125,0.45387,0.02207,0.000704514,0.000704514,0.000704514
231,3813.31,0.45573,0.42003,0.01509,0.92965,0.91937,0.94931,0.38252,0.65212,0.47466,0.0286,0.000698857,0.000698857,0.000698857
232,3829.7,0.45506,0.41852,0.01432,0.9366,0.93593,0.96244,0.55039,0.47184,0.44603,0.018,0.0006932,0.0006932,0.0006932
233,3846.22,0.47182,0.42301,0.01383,0.94644,0.94672,0.97044,0.46434,0.5653,0.46446,0.02527,0.000687543,0.000687543,0.000687543
234,3862.84,0.49001,0.42644,0.01533,0.92934,0.93233,0.95126,0.48799,0.54383,0.45051,0.02213,0.000681886,0.000681886,0.000681886
235,3879.34,0.47436,0.42371,0.01569,0.9304,0.9388,0.95962,0.4503,0.57889,0.46413,0.02634,0.000676229,0.000676229,0.000676229
236,3895.97,0.42232,0.40938,0.01413,0.93257,0.93591,0.95652,0.53544,0.4976,0.45436,0.02125,0.000670571,0.000670571,0.000670571
237,3912.43,0.43608,0.42307,0.01229,0.92964,0.94171,0.95778,0.51148,0.52145,0.45732,0.02297,0.000664914,0.000664914,0.000664914
238,3928.86,0.41113,0.41002,0.01368,0.92991,0.93952,0.95817,0.42575,0.6232,0.47521,0.02883,0.000659257,0.000659257,0.000659257
239,3945.45,0.41899,0.41492,0.01286,0.92458,0.93593,0.95452,0.53008,0.50023,0.45024,0.01971,0.0006536,0.0006536,0.0006536
240,3961.93,0.42132,0.41829,0.01265,0.93882,0.94384,0.96404,0.49556,0.52482,0.46578,0.02165,0.000647943,0.000647943,0.000647943
241,3978.42,0.426,0.41833,0.01274,0.93245,0.94414,0.96406,0.57127,0.44233,0.44339,0.01657,0.000642286,0.000642286,0.000642286
242,3994.97,0.45141,0.4236,0.01428,0.93764,0.93305,0.96003,0.47315,0.53545,0.46625,0.02164,0.000636629,0.000636629,0.000636629
243,4011.34,0.41762,0.4086,0.01593,0.93788,0.94168,0.96422,0.49565,0.51788,0.46386,0.02146,0.000630971,0.000630971,0.000630971
244,4027.89,0.44945,0.41978,0.01421,0.92594,0.93377,0.95307,0.52468,0.49719,0.45547,0.01923,0.000625314,0.000625314,0.000625314
245,4044.38,0.47605,0.42556,0.01463,0.94146,0.95248,0.96903,0.49875,0.51256,0.46239,0.02073,0.000619657,0.000619657,0.000619657
246,4060.93,0.43894,0.42068,0.01304,0.93015,0.946,0.96084,0.54192,0.47491,0.44605,0.01642,0.000614,0.000614,0.000614
247,4077.39,0.42451,0.41166,0.01489,0.93662,0.94816,0.96554,0.54494,0.47693,0.44696,0.01874,0.000608343,0.000608343,0.000608343
