epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
21,382.442,0.66881,0.44483,0.02696,0.81367,0.76823,0.76204,0.17866,0.7081,0.40465,0.031,0.0018416,0.0018416,0.0018416
22,400.561,0.70592,0.45606,0.03375,0.84151,0.81771,0.8187,0.25399,0.68141,0.38332,0.03038,0.00183368,0.00183368,0.00183368
23,418.659,0.68774,0.45654,0.02636,0.93388,0.87565,0.9235,0.42464,0.52429,0.39208,0.02176,0.00182576,0.00182576,0.00182576
24,436.758,0.67002,0.45233,0.02612,0.8956,0.83398,0.89069,0.39023,0.55455,0.39373,0.02112,0.00181784,0.00181784,0.00181784
25,454.732,0.66532,0.45232,0.02682,0.73487,0.6862,0.65778,0.13858,0.79604,0.38031,0.03539,0.00180992,0.00180992,0.00180992
26,472.715,0.628,0.44583,0.02375,0.88581,0.85091,0.8817,0.32937,0.6412,0.38523,0.03142,0.001802,0.001802,0.001802
27,490.789,0.64103,0.43956,0.02666,0.75009,0.69922,0.69351,0.1418,0.8039,0.38325,0.04032,0.00179408,0.00179408,0.00179408
28,508.971,0.74123,0.44008,0.03134,0.80236,0.74536,0.76632,0.19932,0.77852,0.39979,0.04903,0.00178616,0.00178616,0.00178616
29,527.084,0.68014,0.44603,0.02883,0.53047,0.50911,0.39522,0.05589,0.89746,0.34811,0.05391,0.00177824,0.00177824,0.00177824
30,545.238,0.67556,0.44427,0.04302,0.89281,0.8763,0.9108,0.36234,0.55669,0.40442,0.02216,0.00177032,0.00177032,0.00177032
31,563.22,0.73199,0.44158,0.02944,0.90569,0.89409,0.91593,0.42323,0.52328,0.40029,0.02117,0.0017624,0.0017624,0.0017624
32,581.223,0.79876,0.44256,0.03495,0.93426,0.90673,0.94614,0.52028,0.44583,0.40961,0.01638,0.00175448,0.00175448,0.00175448
33,599.398,0.73847,0.46108,0.03258,0.7875,0.76962,0.76374,0.17003,0.74164,0.37809,0.03255,0.00174656,0.00174656,0.00174656
34,617.573,0.67769,0.4471,0.02891,0.86984,0.84049,0.85931,0.25477,0.66738,0.39708,0.02906,0.00173864,0.00173864,0.00173864
35,635.717,0.67627,0.44906,0.02625,0.79627,0.7819,0.77202,0.20508,0.7198,0.40226,0.03038,0.00173072,0.00173072,0.00173072
36,653.787,0.67801,0.44968,0.0248,0.87526,0.84896,0.87177,0.27376,0.64195,0.3924,0.02659,0.0017228,0.0017228,0.0017228
37,671.787,0.65812,0.45408,0.02589,0.77072,0.75722,0.72289,0.14349,0.74279,0.38986,0.03154,0.00171488,0.00171488,0.00171488
38,689.888,0.61445,0.44403,0.02098,0.8678,0.859,0.86569,0.24121,0.65581,0.42847,0.02746,0.00170696,0.00170696,0.00170696
39,708.037,0.69114,0.4483,0.02626,0.53438,0.53581,0.36114,0.04975,0.85056,0.36879,0.03719,0.00169904,0.00169904,0.00169904
40,726.118,0.64981,0.43789,0.0275,0.88623,0.87826,0.89924,0.30983,0.60897,0.40155,0.02551,0.00169112,0.00169112,0.00169112
41,744.224,0.63826,0.43028,0.02761,0.89621,0.85742,0.89356,0.36997,0.55719,0.39117,0.02878,0.0016832,0.0016832,0.0016832
42,762.1,0.63108,0.44949,0.02323,0.77999,0.75939,0.74504,0.15837,0.75659,0.37716,0.0329,0.00167528,0.00167528,0.00167528
43,780.105,0.6652,0.44846,0.02612,0.8825,0.85807,0.88217,0.31827,0.61765,0.38874,0.02539,0.00166736,0.00166736,0.00166736
44,798.029,0.70888,0.45101,0.02914,0.60473,0.55664,0.47035,0.06179,0.88734,0.33789,0.04111,0.00165944,0.00165944,0.00165944
45,815.997,0.77354,0.43946,0.03402,0.89853,0.88281,0.90825,0.40505,0.54265,0.39436,0.01817,0.00165152,0.00165152,0.00165152
46,834.08,0.73111,0.44946,0.03212,0.90482,0.89128,0.91626,0.42941,0.48708,0.40522,0.01586,0.0016436,0.0016436,0.0016436
47,852.011,0.68328,0.44581,0.03257,0.70056,0.69206,0.65622,0.1214,0.775,0.38323,0.03418,0.00163568,0.00163568,0.00163568
48,870.006,0.63217,0.44891,0.02521,0.88995,0.85482,0.88027,0.27511,0.64103,0.39987,0.02591,0.00162776,0.00162776,0.00162776
49,888.037,0.62873,0.44081,0.02464,0.87736,0.84961,0.86286,0.27614,0.63066,0.39839,0.02587,0.00161984,0.00161984,0.00161984
50,905.955,0.59724,0.46351,0.02502,0.91119,0.90849,0.92488,0.46276,0.47011,0.42695,0.01706,0.00161192,0.00161192,0.00161192
51,923.999,0.60051,0.44154,0.02216,0.90681,0.88281,0.92053,0.40895,0.52427,0.39869,0.02266,0.001604,0.001604,0.001604
52,941.999,0.59717,0.45249,0.02517,0.90997,0.90625,0.92937,0.39232,0.55324,0.4437,0.02403,0.00159608,0.00159608,0.00159608
53,959.917,0.65596,0.44656,0.03166,0.89775,0.85168,0.88535,0.27319,0.64185,0.4072,0.0279,0.00158816,0.00158816,0.00158816
54,977.935,0.66494,0.4516,0.02445,0.88984,0.88347,0.90205,0.41064,0.5044,0.43555,0.01481,0.00158024,0.00158024,0.00158024
55,995.914,1.02355,0.38122,0.04437,0.72261,0.80924,0.78491,0.24296,0.65453,0.46854,0.03311,0.00157232,0.00157232,0.00157232
56,1014.02,0.8243,0.46008,0.0387,0.83971,0.83464,0.82116,0.21346,0.70973,0.38827,0.02862,0.0015644,0.0015644,0.0015644
57,1032.08,0.74533,0.45177,0.03204,0.8842,0.86133,0.88427,0.33209,0.63258,0.38854,0.02558,0.00155648,0.00155648,0.00155648
58,1050.01,0.6846,0.45127,0.02655,0.47156,0.48859,0.31622,0.04532,0.88784,0.34492,0.03978,0.00154856,0.00154856,0.00154856
59,1068.07,0.64555,0.45548,0.02857,0.86036,0.85839,0.86243,0.23635,0.64376,0.46376,0.02695,0.00154064,0.00154064,0.00154064
60,1086.05,0.66148,0.45109,0.02607,0.56851,0.56901,0.44175,0.07401,0.82681,0.41253,0.03693,0.00153272,0.00153272,0.00153272
61,1104.2,0.63062,0.45371,0.02642,0.8922,0.88905,0.90384,0.39,0.53314,0.41613,0.02033,0.0015248,0.0015248,0.0015248
62,1122.2,0.61117,0.44863,0.02417,0.88389,0.85482,0.88591,0.38639,0.53943,0.4185,0.02035,0.00151688,0.00151688,0.00151688
63,1140.16,0.63419,0.449,0.02487,nan,0.83919,0.78849,0.26107,nan,nan,nan,0.00150896,0.00150896,0.00150896
64,1158.28,0.65068,0.44524,0.02827,0.86465,0.85026,0.86759,0.27799,0.61502,0.3946,0.02575,0.00150104,0.00150104,0.00150104
65,1176.11,0.63349,0.44253,0.02248,0.8841,0.86003,0.8884,0.35097,0.56448,0.42143,0.02251,0.00149312,0.00149312,0.00149312
66,1194.08,0.67671,0.4677,0.0315,0.82564,0.79227,0.78942,0.21428,0.70373,0.37825,0.03072,0.0014852,0.0014852,0.0014852
67,1212.16,0.73543,0.4499,0.03061,0.89954,0.89388,0.90523,0.39321,0.55357,0.40741,0.02216,0.00147728,0.00147728,0.00147728
68,1230.17,0.68272,0.44023,0.03929,0.80455,0.77995,0.79018,0.22712,0.70884,0.39901,0.03124,0.00146936,0.00146936,0.00146936
69,1248.18,0.62512,0.46377,0.02407,0.84773,0.83073,0.8418,0.25868,0.65388,0.40934,0.0286,0.00146144,0.00146144,0.00146144
70,1266.35,0.60309,0.47042,0.02225,0.91607,0.90248,0.9313,0.44714,0.49083,0.40895,0.01863,0.00145352,0.00145352,0.00145352
71,1284.36,0.65355,0.45533,0.0227,0.85713,0.87174,0.877,0.2648,0.6361,0.39337,0.027,0.0014456,0.0014456,0.0014456
72,1302.4,0.58251,0.45413,0.02242,0.84561,0.82016,0.83638,0.25878,0.66629,0.45012,0.03087,0.00143768,0.00143768,0.00143768
73,1320.44,0.5917,0.45449,0.02157,0.89031,0.87565,0.89445,0.36572,0.57037,0.40166,0.024,0.00142976,0.00142976,0.00142976
74,1338.36,0.55815,0.44681,0.01932,0.8863,0.87435,0.88559,0.32013,0.60325,0.39971,0.02423,0.00142184,0.00142184,0.00142184
75,1356.43,0.58002,0.44294,0.02055,0.8929,0.87384,0.88773,0.27488,0.64392,0.39589,0.02773,0.00141392,0.00141392,0.00141392
76,1374.39,0.57676,0.43971,0.02259,0.88492,0.88109,0.89806,0.247,0.67282,0.39581,0.02879,0.001406,0.001406,0.001406
77,1392.35,0.62799,0.44546,0.02406,0.89487,0.89776,0.90966,0.30379,0.62992,0.38287,0.02662,0.00139808,0.00139808,0.00139808
78,1410.45,0.60117,0.44693,0.02316,0.8744,0.87174,0.87725,0.26521,0.64888,0.40917,0.02716,0.00139016,0.00139016,0.00139016
79,1428.47,0.56235,0.44602,0.01845,0.90158,0.87068,0.89569,0.35175,0.56629,0.38611,0.02251,0.00138224,0.00138224,0.00138224
80,1446.36,0.53138,0.44229,0.01672,0.87329,0.87044,0.87113,0.2514,0.66736,0.39304,0.03053,0.00137432,0.00137432,0.00137432
81,1464.43,0.55557,0.44438,0.02099,0.85611,0.85807,0.85471,0.22776,0.68732,0.41088,0.02933,0.0013664,0.0013664,0.0013664
82,1482.46,0.55331,0.44712,0.02301,nan,0.86393,0.79518,0.23195,0.69782,nan,0.03242,0.00135848,0.00135848,0.00135848
