epoch,val_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg
1,0.6197526479362074,0.15355237689586954,0.1666730419997502,0.19779659828188223,0.10173063075870549
2,0.6224302095510578,0.1249070278958443,0.22134838448282024,0.210261146273088,0.06591365089930526
3,0.5023311051377736,0.09250360734145575,0.17008972497776562,0.17057694098271362,0.06916083183583863
4,0.4264059463908913,0.08173395090078542,0.17049319399606197,0.1257878670451838,0.048390934448860105
5,0.4444265689171099,0.0973056003861471,0.19381820809506223,0.09927832465106194,0.05402443578483861
6,0.42864027267339033,0.08278668873490544,0.16423551724591387,0.13222881495405775,0.04938925173851328
7,0.4724964675655879,0.10695682204576261,0.20257348433957187,0.11187230344485799,0.05109385773539543
8,0.45256281011831867,0.0799892911294458,0.17197071287541763,0.14080438551005967,0.0597984206033956
9,0.38675045272455033,0.08342497378861138,0.18926947868061722,0.0732818718042669,0.0407741284510548
10,0.4221948494604968,0.0789325735061814,0.20519928593154346,0.07967026538531714,0.058392724637454804
11,0.3763199723368391,0.0852263680394363,0.16277331474382395,0.08863861141128278,0.03968167814229606
12,0.40703652484701314,0.12300805942317762,0.16279217293229672,0.08058104342823728,0.04065524906330152
13,0.4353042458859059,0.1253198791261113,0.1444541619526684,0.11121136941220783,0.05431883539491837
14,0.36287056753804925,0.11678932306416538,0.13482607846413183,0.07503706654277417,0.03621809946697786
15,0.4419018074682136,0.1702608836114133,0.15634722303633297,0.08003070280639403,0.03526299801407331
16,0.39485390199809717,0.1508185782153672,0.14374070676094894,0.0738964979664995,0.026398119055281537
17,0.37745215950550837,0.1431103919145711,0.1478142939815554,0.06521584418251974,0.02131162942686212
18,0.37133302020097,0.14262419945876534,0.13873534834166185,0.0680233078128701,0.021950164587672696
19,0.38176965502458154,0.14487078117736435,0.14352892810871842,0.07081519026275075,0.022554755475748024
20,0.3547630046212345,0.13697973447381903,0.1319153379614747,0.06476443882929075,0.02110349335665003
21,0.37205881726235973,0.14510274206826446,0.14644958953791803,0.06050187779949346,0.020004607856683773
22,0.36405313005585466,0.141115282141014,0.13813338550063994,0.06427338305826581,0.02053107935593489
23,0.3731900652733828,0.14067065209116136,0.15179679631640058,0.060328094442503165,0.020394522423317674
24,0.3559151201534572,0.13350137427380873,0.14355523662146077,0.057923382985482524,0.02093512627270517
25,0.37360798272757084,0.1419154792391789,0.14837046111122185,0.06277370435792372,0.020548338019246354
26,0.3576584165112688,0.13972659118541883,0.1353683916322135,0.06266135619867833,0.019902077494958124
27,0.351488478251075,0.1333621980947092,0.1430752349829455,0.05534956375256591,0.01970148142085436
28,0.3600944244567681,0.1374671671607899,0.15024890000461985,0.05276830866932869,0.019610048622029638
29,0.3708522196243936,0.141955384266896,0.15930624641136293,0.05012902600366041,0.01946156294247426
30,0.3528684113396827,0.1370586020393519,0.13839983892276747,0.05725545234499722,0.020154518032566123
31,0.35751776040078853,0.1363645406320281,0.144559016570859,0.0566868851080947,0.019907318089806704
32,0.36986627955194734,0.141823619228164,0.14977087760600474,0.05813662714641028,0.02013515557136831
33,0.36933413508493423,0.14501148292265081,0.1499557198290158,0.05495302280018089,0.01941390953308672
34,0.36736439167598794,0.143715146766685,0.14800639098527235,0.056474321376566494,0.019168532547464066
35,0.37136899683316915,0.14705825092937422,0.14844105640477542,0.0566276246596367,0.019242064839382785
36,0.37505304843289866,0.14410117867513808,0.15352002066483192,0.05784266766741735,0.01958918142551129
37,0.36584687302179564,0.14055930413818413,0.1503103418839634,0.055419274631443374,0.019557952368204748
38,0.37569048244574477,0.14685194320771672,0.15129095832005554,0.05763771391789847,0.019909867000074015
39,0.36851612511817194,0.14509151195850942,0.1506004975681458,0.05355672483597327,0.019267390755543467
40,0.36103779345819165,0.1404699170961976,0.14819219694771898,0.05324607010964954,0.019129609304625508
41,0.37138022831854745,0.14363291723773294,0.1552941941681805,0.0534802337920447,0.0189728831205893
42,0.36892171016116754,0.14153730049045807,0.15257906025155968,0.05538358481242022,0.01942176460672956
43,0.36763808440092366,0.14007253454861426,0.15439464509008674,0.05367057886692362,0.01950032589529906
44,0.37200015151463106,0.14477715645959482,0.15387822990092115,0.05381211313769358,0.019532652016421525
45,0.3637277969552221,0.13811288816307526,0.15182668551665926,0.05394760570531591,0.01984061757017166
46,0.3658899306234212,0.13959266091995967,0.15299601454732067,0.05322996605563601,0.020071289100504798
47,0.3664271784305504,0.14051952460404793,0.1523138500339941,0.05445608995649793,0.019137713836010442
48,0.3677572627603119,0.14077449142676565,0.15215208391667506,0.05517280289749487,0.019657884519376338
49,0.36386828648712516,0.1407941585756975,0.15047522661609386,0.05251755900339249,0.020081342291941338
50,0.36145953477334675,0.13862705898445543,0.1507074678094562,0.05295583944118351,0.0191691685382516
