epoch,val_mAP,val_precision,val_recall,val_F1
1,0.08794694348327567,0.08794694348327567,0.3971354166666667,0.14400377714825308
2,0.1815954677691012,0.1815954677691012,0.7721354166666666,0.29403743646956737
3,0.13349753694581282,0.13349753694581282,0.7057291666666666,0.22452361226180614
4,0.1709900855629499,0.1709900855629499,0.8196614583333334,0.28295314080233736
5,0.1446181942700605,0.1446181942700605,0.8248697916666666,0.24609109449354183
6,0.18199207542013937,0.18199207542013937,0.8671875,0.30084697910784863
7,0.1764234161988773,0.1764234161988773,0.7161458333333334,0.2831038476386566
8,0.21660159565438805,0.21660159565438805,0.8307291666666666,0.3436111485121853
9,0.17368181127488225,0.17368181127488225,0.744140625,0.281631144511519
10,0.3531526548672566,0.3531526548672566,0.8313802083333334,0.4957298136645962
11,0.23218325791855204,0.23218325791855204,0.5345052083333334,0.3237381703470032
12,0.16913564343681567,0.16913564343681567,0.8548177083333334,0.2823959565544682
13,0.19908532228097756,0.19908532228097756,0.9069010416666666,0.3264971287940935
14,0.30962928421543484,0.30962928421543484,0.8645833333333334,0.45596566523605153
15,0.25073509756749535,0.25073509756749535,0.6106770833333334,0.3555050217926853
16,0.13215212729940187,0.13215212729940187,0.7623697916666666,0.2252572857555064
17,0.14469078179696615,0.14469078179696615,0.7265625,0.2413233863120337
18,0.1638001638001638,0.1638001638001638,0.78125,0.2708192281651997
19,0.18580877931449188,0.18580877931449188,0.8046875,0.30190522716170004
20,0.1830336560627017,0.1830336560627017,0.775390625,0.2961581499440507
21,0.14958187213380092,0.14958187213380092,0.7220052083333334,0.24782122905027934
22,0.16947919697410532,0.16947919697410532,0.7584635416666666,0.27705112960761
23,0.15106643119141422,0.15106643119141422,0.7239583333333334,0.2499719006406654
24,0.09724453231187447,0.09724453231187447,0.5123697916666666,0.16346453421954513
25,0.24699862231844125,0.24699862231844125,0.8170572916666666,0.37932597854012395
26,0.2061323112814531,0.2061323112814531,0.8053385416666666,0.3282473132546106
27,0.21187631763879128,0.21187631763879128,0.78515625,0.3337022689540675
28,0.3745661091827075,0.3745661091827075,0.7727864583333334,0.5045696068012752
29,0.40783254557731263,0.40783254557731263,0.7864583333333334,0.5371276122721209
30,0.3673469387755102,0.3673469387755102,0.80859375,0.5051860890787065
31,0.39169616993884776,0.39169616993884776,0.7923177083333334,0.5242300236915787
32,0.39695162359178265,0.39695162359178265,0.7799479166666666,0.526130873956961
33,0.40293040293040294,0.40293040293040294,0.7877604166666666,0.5331570830579423
34,0.4084934277047523,0.4084934277047523,0.7890625,0.5383077948034644
35,0.3781749764816557,0.3781749764816557,0.78515625,0.5104761904761905
36,0.450112528132033,0.450112528132033,0.78125,0.5711565920990004
37,0.4397925157465728,0.4397925157465728,0.7727864583333334,0.5605667060212515
38,0.4065934065934066,0.4065934065934066,0.7708333333333334,0.5323741007194245
39,0.3962641761174116,0.3962641761174116,0.7734375,0.5240405822673135
40,0.37034639041761086,0.37034639041761086,0.7447916666666666,0.4947027027027026
41,0.4525993883792049,0.4525993883792049,0.7708333333333334,0.5703275529865126
42,0.4149928263988522,0.4149928263988522,0.7532552083333334,0.5351526364477336
43,0.4351921627731726,0.4351921627731726,0.751953125,0.5513126491646779
44,0.408,0.408,0.73046875,0.5235650956602893
45,0.46352101506740684,0.46352101506740684,0.7610677083333334,0.5761458846722524
46,0.44086429112964365,0.44086429112964365,0.7571614583333334,0.5572592237661717
47,0.44321223709369023,0.44321223709369023,0.7545572916666666,0.5584196579137557
48,0.44427244582043346,0.44427244582043346,0.7473958333333334,0.5572815533980583
49,0.4291101055806938,0.4291101055806938,0.7408854166666666,0.5434574976122254
50,0.44505494505494503,0.44505494505494503,0.73828125,0.555337904015671
