epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,266.719,1.981,0.81509,0.79865,0.79199,0.78834,0.83271,0.35213,2.10138,0.86961,0.89526,0.00185857,0.00185857,0.00185857
27,276.96,2.11765,0.90639,0.80704,0.83273,0.79208,0.8481,0.32904,2.09673,0.81392,0.89515,0.00185291,0.00185291,0.00185291
28,287.098,2.03218,0.87667,0.7962,0.62202,0.61846,0.62518,0.17798,2.70237,1.02574,0.91284,0.00184726,0.00184726,0.00184726
29,297.245,1.9768,0.81588,0.79851,0.8036,0.73645,0.81005,0.30249,2.33681,0.83605,0.90243,0.0018416,0.0018416,0.0018416
30,307.381,1.94873,0.82164,0.79972,0.49993,0.42405,0.36663,0.08438,3.08358,1.19081,0.91823,0.00183594,0.00183594,0.00183594
31,317.545,1.94005,0.81599,0.80098,0.78958,0.75306,0.80599,0.31822,2.21961,0.84259,0.89691,0.00183029,0.00183029,0.00183029
32,327.803,1.96415,0.83323,0.79597,0.82165,0.78276,0.84113,0.35474,2.08096,0.87949,0.89257,0.00182463,0.00182463,0.00182463
33,338.05,1.97822,0.83186,0.7969,0.83449,0.8167,0.85527,0.35696,2.09748,0.88738,0.88916,0.00181897,0.00181897,0.00181897
34,348.288,1.89378,0.78786,0.79888,0.77244,0.63296,0.71579,0.20745,2.68106,0.97204,0.90473,0.00181331,0.00181331,0.00181331
35,358.426,1.88297,0.83038,0.79294,0.70073,0.64003,0.64608,0.19427,2.68465,0.97117,0.90874,0.00180766,0.00180766,0.00180766
36,368.57,1.97919,0.90652,0.79546,0.78642,0.71994,0.77739,0.24036,2.44312,0.92517,0.90051,0.001802,0.001802,0.001802
37,378.704,1.9385,0.83772,0.80121,0.80379,0.76091,0.80578,0.30349,2.20771,0.86321,0.89382,0.00179634,0.00179634,0.00179634
38,388.837,1.83028,0.79533,0.78904,0.78725,0.6969,0.76271,0.25813,2.44597,0.88914,0.90359,0.00179069,0.00179069,0.00179069
39,399.045,1.84641,0.78592,0.79408,0.59709,0.4874,0.49691,0.10588,3.18791,1.14549,0.92521,0.00178503,0.00178503,0.00178503
40,409.203,1.81984,0.77141,0.79277,0.76346,0.7509,0.79506,0.28917,2.2725,0.85312,0.89716,0.00177937,0.00177937,0.00177937
41,419.345,1.86628,0.81222,0.79241,0.79832,0.77513,0.8175,0.30026,2.26065,0.84601,0.89646,0.00177371,0.00177371,0.00177371
42,429.513,1.82779,0.80542,0.78597,0.74569,0.72066,0.77327,0.30477,2.19532,0.87931,0.89329,0.00176806,0.00176806,0.00176806
43,439.629,1.86263,0.79854,0.79696,0.74718,0.73506,0.76006,0.24588,2.54495,0.9514,0.90839,0.0017624,0.0017624,0.0017624
44,449.796,1.75675,0.77644,0.79016,0.77233,0.71069,0.74831,0.26744,2.50216,0.92762,0.90121,0.00175674,0.00175674,0.00175674
45,460.08,1.8217,0.78302,0.79562,0.79087,0.69906,0.77783,0.26474,2.57318,0.88906,0.90726,0.00175109,0.00175109,0.00175109
46,470.298,1.81422,0.76322,0.79147,0.81311,0.8269,0.8693,0.40104,1.85853,0.77476,0.88403,0.00174543,0.00174543,0.00174543
47,480.549,1.75957,0.73314,0.79556,0.85984,0.7243,0.83454,0.3027,2.3447,0.86172,0.89717,0.00173977,0.00173977,0.00173977
48,490.7,1.79852,0.76415,0.79632,0.84422,0.75302,0.84651,0.34082,2.20294,0.78637,0.8883,0.00173411,0.00173411,0.00173411
49,500.879,1.81589,0.73808,0.79707,0.70845,0.63328,0.65243,0.17189,2.86551,0.93968,0.91496,0.00172846,0.00172846,0.00172846
50,511.015,1.75128,0.71415,0.7952,0.6311,0.48956,0.51019,0.10969,3.36052,1.08835,0.92688,0.0017228,0.0017228,0.0017228
51,521.144,1.72261,0.72123,0.79451,0.80484,0.71553,0.78238,0.22326,2.85174,0.89654,0.9131,0.00171714,0.00171714,0.00171714
52,531.432,1.71719,0.70162,0.79169,0.79497,0.70904,0.79438,0.26894,2.53859,0.92759,0.90472,0.00171149,0.00171149,0.00171149
53,541.613,1.78096,0.73602,0.78829,0.76902,0.74546,0.80503,0.29205,2.37562,0.84753,0.89945,0.00170583,0.00170583,0.00170583
54,551.763,1.73839,0.74427,0.7855,0.89168,0.86524,0.91201,0.46088,1.77207,0.74067,0.88414,0.00170017,0.00170017,0.00170017
55,561.997,1.73623,0.75647,0.78883,0.74747,0.6542,0.72424,0.19821,2.75088,0.95104,0.90883,0.00169451,0.00169451,0.00169451
56,572.135,1.85794,0.76773,0.78942,0.61947,0.52036,0.50722,0.13181,3.18443,1.01306,0.92431,0.00168886,0.00168886,0.00168886
57,582.29,1.79451,0.76808,0.78416,0.73384,0.62995,0.68753,0.17816,3.01841,0.97719,0.91705,0.0016832,0.0016832,0.0016832
58,592.513,1.79303,0.73555,0.78898,0.73655,0.66451,0.69729,0.21664,2.75782,0.90745,0.91085,0.00167754,0.00167754,0.00167754
59,602.612,1.74637,0.74993,0.79169,0.83887,0.76674,0.84434,0.37127,2.10545,0.7896,0.89372,0.00167189,0.00167189,0.00167189
60,612.747,1.74128,0.74764,0.78944,0.83869,0.79729,0.85853,0.40272,1.95725,0.72561,0.88666,0.00166623,0.00166623,0.00166623
61,622.862,1.71829,0.72764,0.78657,0.7811,0.58387,0.70512,0.21201,2.74453,0.98619,0.90898,0.00166057,0.00166057,0.00166057
62,632.98,1.7466,0.73727,0.78928,0.86805,0.84089,0.89601,0.43878,1.80066,0.72134,0.88326,0.00165491,0.00165491,0.00165491
63,643.098,1.67334,0.71209,0.78976,0.77727,0.67819,0.71784,0.17763,2.88498,0.93072,0.91125,0.00164926,0.00164926,0.00164926
64,653.235,1.6554,0.68231,0.78879,0.86234,0.83885,0.8939,0.43597,1.83018,0.75691,0.88465,0.0016436,0.0016436,0.0016436
65,663.482,1.70904,0.70516,0.7891,0.87839,0.79044,0.87621,0.3894,1.99686,0.81787,0.88837,0.00163794,0.00163794,0.00163794
66,673.631,1.84055,0.75561,0.79023,0.76675,0.65557,0.72282,0.28448,2.25734,0.87806,0.89825,0.00163229,0.00163229,0.00163229
67,683.743,1.74803,0.73007,0.78897,0.81222,0.6933,0.78988,0.26532,2.469,1.00971,0.90303,0.00162663,0.00162663,0.00162663
68,693.883,1.79561,0.75433,0.79118,0.82753,0.54925,0.71,0.2335,2.61084,1.16502,0.90698,0.00162097,0.00162097,0.00162097
69,704.063,1.82694,0.77535,0.78951,0.83174,0.80429,0.85846,0.36455,2.04236,0.75436,0.88935,0.00161531,0.00161531,0.00161531
70,714.195,1.80489,0.75019,0.78881,0.68259,0.61773,0.64341,0.15582,2.88888,0.99679,0.91238,0.00160966,0.00160966,0.00160966
71,724.433,1.72601,0.69326,0.79158,0.85934,0.8357,0.88842,0.38424,2.03356,0.7274,0.88728,0.001604,0.001604,0.001604
72,734.609,1.69313,0.70079,0.79007,0.78333,0.68974,0.78508,0.24257,2.62357,0.85276,0.90214,0.00159834,0.00159834,0.00159834
73,744.744,1.66251,0.71919,0.78902,0.82416,0.67387,0.79468,0.25635,2.54252,0.83948,0.89793,0.00159269,0.00159269,0.00159269
74,754.873,1.65883,0.70604,0.78341,0.85555,0.73434,0.83924,0.30196,2.4523,0.83365,0.90311,0.00158703,0.00158703,0.00158703
75,764.992,1.6925,0.71357,0.79367,0.53715,0.72354,0.65563,0.15417,3.12117,1.19003,0.9246,0.00158137,0.00158137,0.00158137
76,775.147,1.73055,0.71763,0.79465,0.69605,0.68826,0.68672,0.1704,3.13481,1.03475,0.92377,0.00157571,0.00157571,0.00157571
77,785.266,1.69751,0.68906,0.79231,0.73807,0.62419,0.70843,0.17076,2.97803,0.93787,0.91241,0.00157006,0.00157006,0.00157006
78,795.524,1.79505,0.70574,0.79161,0.86057,0.73002,0.84482,0.32036,2.22612,0.82957,0.89122,0.0015644,0.0015644,0.0015644
79,805.626,1.64864,0.69916,0.78515,0.80428,0.71562,0.79222,0.27181,2.48537,0.85199,0.89962,0.00155874,0.00155874,0.00155874
80,815.785,1.71016,0.71386,0.78754,0.82993,0.81157,0.86676,0.36874,2.05402,0.77867,0.88662,0.00155309,0.00155309,0.00155309
81,825.962,1.69193,0.69987,0.78506,0.88134,0.87163,0.91226,0.50172,1.60466,0.70095,0.87823,0.00154743,0.00154743,0.00154743
82,836.242,1.66321,0.68518,0.7882,0.75419,0.5699,0.6793,0.14753,3.13257,0.99159,0.90994,0.00154177,0.00154177,0.00154177
83,846.377,1.63823,0.72151,0.78421,0.85846,0.89948,0.91658,0.51206,1.54123,0.76917,0.87927,0.00153611,0.00153611,0.00153611
84,856.78,1.76221,0.73132,0.79645,0.83268,0.72374,0.82646,0.26052,2.53036,0.8776,0.89851,0.00153046,0.00153046,0.00153046
85,866.947,1.723,0.72753,0.78746,0.44251,0.71202,0.54022,0.1075,3.38443,1.12079,0.92454,0.0015248,0.0015248,0.0015248
86,877.094,1.66778,0.71173,0.78683,0.8564,0.81425,0.88419,0.39736,1.95279,0.74604,0.88454,0.00151914,0.00151914,0.00151914
87,887.213,1.58305,0.67634,0.78291,0.5532,0.43125,0.42232,0.08433,3.4944,1.11154,0.93269,0.00151349,0.00151349,0.00151349
88,897.417,1.63794,0.6942,0.78207,0.87271,0.81939,0.89681,0.42781,1.87889,0.68672,0.88429,0.00150783,0.00150783,0.00150783
89,907.593,1.7435,0.70141,0.78651,0.78797,0.69563,0.78887,0.25451,2.60379,0.85465,0.9077,0.00150217,0.00150217,0.00150217
90,917.745,1.69472,0.68507,0.79121,0.85956,0.79756,0.88022,0.37743,2.0375,0.74006,0.88708,0.00149651,0.00149651,0.00149651
91,927.948,1.66422,0.71236,0.78955,0.55233,0.41829,0.43105,0.07085,3.64303,1.08334,0.93846,0.00149086,0.00149086,0.00149086
92,938.094,1.6032,0.66428,0.78814,0.80624,0.70099,0.79796,0.21537,2.73645,0.8572,0.90053,0.0014852,0.0014852,0.0014852
93,948.241,1.61893,0.68509,0.78124,0.74925,0.58082,0.68034,0.16945,3.04467,0.96683,0.9192,0.00147954,0.00147954,0.00147954
94,958.386,1.65379,0.6636,0.78805,0.83272,0.71318,0.80922,0.24256,2.61496,0.82277,0.90169,0.00147389,0.00147389,0.00147389
95,968.483,1.6403,0.68954,0.78635,0.88252,0.85448,0.91127,0.46373,1.73763,0.70114,0.88208,0.00146823,0.00146823,0.00146823
96,978.595,1.6452,0.71563,0.78909,0.8078,0.6929,0.8045,0.25231,2.5312,0.85229,0.90204,0.00146257,0.00146257,0.00146257
97,988.834,1.61303,0.69831,0.78219,0.87674,0.85889,0.90547,0.4692,1.67986,0.71899,0.87948,0.00145691,0.00145691,0.00145691
98,998.95,1.61558,0.67445,0.78376,0.40886,0.57811,0.45024,0.09111,3.52385,1.21222,0.94686,0.00145126,0.00145126,0.00145126
99,1009.11,1.68327,0.68678,0.7904,0.88428,0.82519,0.90198,0.40041,2.00838,0.727,0.88851,0.0014456,0.0014456,0.0014456
100,1019.29,1.6638,0.69477,0.78563,0.58197,0.46004,0.50051,0.08942,3.52779,1.12326,0.93373,0.00143994,0.00143994,0.00143994
101,1029.45,1.65691,0.66863,0.78379,0.88284,0.75882,0.88953,0.40809,1.9466,0.7251,0.88482,0.00143429,0.00143429,0.00143429
102,1039.6,1.64236,0.67981,0.78301,0.83168,0.71144,0.82571,0.26327,2.53466,0.83479,0.89743,0.00142863,0.00142863,0.00142863
103,1049.73,1.63514,0.67213,0.79093,0.79098,0.61555,0.74156,0.16993,2.97763,0.98159,0.91192,0.00142297,0.00142297,0.00142297
104,1059.97,1.59665,0.67269,0.7858,0.86017,0.72138,0.85182,0.29857,2.45124,0.8028,0.89838,0.00141731,0.00141731,0.00141731
105,1070.11,1.58956,0.65992,0.78464,0.72693,0.56012,0.67437,0.15353,3.12382,1.0499,0.92512,0.00141166,0.00141166,0.00141166
106,1080.25,1.59611,0.65845,0.78286,0.87249,0.80778,0.89974,0.39835,2.02226,0.72329,0.88511,0.001406,0.001406,0.001406
107,1090.38,1.65929,0.66461,0.78361,0.33333,0.38229,0.26087,0.04284,3.94443,1.53033,0.96952,0.00140034,0.00140034,0.00140034
108,1100.55,1.58799,0.65416,0.78601,0.89744,0.86306,0.91705,0.50405,1.55995,0.67869,0.87773,0.00139469,0.00139469,0.00139469
109,1110.7,1.52776,0.62335,0.78564,0.80484,0.68898,0.78985,0.23286,2.75064,0.8684,0.90739,0.00138903,0.00138903,0.00138903
110,1120.99,1.5675,0.63361,0.7819,0.69249,0.53989,0.60177,0.10354,3.40073,0.99383,0.92475,0.00138337,0.00138337,0.00138337
111,1131.1,1.59333,0.6746,0.78115,0.75894,0.63919,0.73823,0.18128,2.97503,0.91534,0.91509,0.00137771,0.00137771,0.00137771
112,1141.27,1.56944,0.64767,0.77921,0.78402,0.64075,0.74953,0.19918,2.97441,0.90258,0.9194,0.00137206,0.00137206,0.00137206
113,1151.44,1.5757,0.6547,0.77987,0.86957,0.76026,0.87326,0.34762,2.23235,0.75983,0.89026,0.0013664,0.0013664,0.0013664
114,1161.56,1.58603,0.68424,0.78218,0.84922,0.68683,0.82491,0.21232,2.85694,0.88678,0.90633,0.00136074,0.00136074,0.00136074
115,1171.7,1.55124,0.64188,0.78242,0.87734,0.85169,0.9147,0.49973,1.59555,0.65349,0.88037,0.00135509,0.00135509,0.00135509
116,1181.85,1.6301,0.67646,0.78847,0.77636,0.55364,0.69568,0.15195,3.12473,1.0379,0.92352,0.00134943,0.00134943,0.00134943
117,1192.09,1.55166,0.66259,0.78189,0.89738,0.89399,0.93486,0.5565,1.44245,0.70334,0.87661,0.00134377,0.00134377,0.00134377
118,1202.34,1.59746,0.70429,0.77978,0.86314,0.78186,0.8764,0.38411,2.01762,0.67634,0.88433,0.00133811,0.00133811,0.00133811
119,1212.47,1.58068,0.65618,0.7871,0.79024,0.61267,0.75156,0.19301,2.94549,0.98665,0.91921,0.00133246,0.00133246,0.00133246
120,1222.63,1.56864,0.66298,0.77977,0.86802,0.75285,0.85721,0.29056,2.46073,0.82431,0.89691,0.0013268,0.0013268,0.0013268
121,1232.82,1.53868,0.63828,0.78359,0.86865,0.71778,0.85081,0.31799,2.4054,0.80529,0.89567,0.00132114,0.00132114,0.00132114
122,1242.94,1.57236,0.67142,0.78352,0.89509,0.88456,0.92679,0.56235,1.40187,0.71953,0.87506,0.00131549,0.00131549,0.00131549
123,1253.34,1.60243,0.6711,0.78811,0.8783,0.85207,0.9143,0.51918,1.50508,0.66264,0.87669,0.00130983,0.00130983,0.00130983
124,1263.46,1.60282,0.66741,0.78998,0.78589,0.62628,0.73166,0.16095,3.08988,0.99325,0.91505,0.00130417,0.00130417,0.00130417
125,1273.61,1.71539,0.70502,0.78138,0.33241,0.5198,0.30742,0.04903,3.84163,1.26961,0.95835,0.00129851,0.00129851,0.00129851
126,1283.77,1.68037,0.69572,0.78917,0.86419,0.79986,0.8793,0.33582,2.30653,0.80177,0.89164,0.00129286,0.00129286,0.00129286
127,1293.9,1.53314,0.63879,0.78529,0.86499,0.71562,0.84289,0.29283,2.46663,0.87142,0.89665,0.0012872,0.0012872,0.0012872
128,1304.01,1.58409,0.65887,0.78536,0.76829,0.58006,0.70125,0.14732,3.2153,1.00028,0.92038,0.00128154,0.00128154,0.00128154
129,1314.13,1.57158,0.68259,0.78497,0.87957,0.794,0.88701,0.36724,2.20246,0.73655,0.88766,0.00127589,0.00127589,0.00127589
130,1324.39,1.54484,0.6546,0.78103,0.82303,0.63281,0.77779,0.22268,2.75745,0.90628,0.90622,0.00127023,0.00127023,0.00127023
131,1334.53,1.53683,0.65488,0.78262,0.85928,0.71655,0.82799,0.2449,2.56394,0.85394,0.90061,0.00126457,0.00126457,0.00126457
132,1344.7,1.56852,0.64199,0.7866,0.80781,0.66572,0.76601,0.19429,2.88876,0.92745,0.90748,0.00125891,0.00125891,0.00125891
133,1354.87,1.55329,0.65697,0.78398,0.86957,0.84377,0.90765,0.44123,1.83877,0.70057,0.88339,0.00125326,0.00125326,0.00125326
134,1365.03,1.587,0.66173,0.78851,0.85273,0.73938,0.86117,0.30324,2.41798,0.76343,0.89506,0.0012476,0.0012476,0.0012476
135,1375.12,1.54317,0.64556,0.78514,0.84966,0.70799,0.82801,0.28044,2.53686,0.84539,0.90294,0.00124194,0.00124194,0.00124194
136,1385.38,1.597,0.6655,0.78188,0.78884,0.63205,0.74277,0.16484,3.00027,0.93706,0.91471,0.00123629,0.00123629,0.00123629
137,1395.56,1.62469,0.68564,0.78629,0.78073,0.62059,0.72735,0.17158,3.04668,1.02017,0.91396,0.00123063,0.00123063,0.00123063
138,1405.68,1.52193,0.63072,0.78428,0.88323,0.72423,0.85611,0.32007,2.40087,0.76795,0.89442,0.00122497,0.00122497,0.00122497
139,1415.82,1.50401,0.63523,0.78602,0.82656,0.70334,0.81543,0.26948,2.44502,0.81739,0.90116,0.00121931,0.00121931,0.00121931
140,1425.97,1.55564,0.65345,0.77984,0.7978,0.62347,0.73849,0.1648,2.95983,0.94149,0.91014,0.00121366,0.00121366,0.00121366
141,1436.16,1.55502,0.63664,0.77989,0.88983,0.84898,0.92424,0.51441,1.56895,0.62492,0.87716,0.001208,0.001208,0.001208
142,1446.34,1.52307,0.63103,0.7791,0.7636,0.61915,0.6946,0.15693,3.02909,0.95059,0.91726,0.00120234,0.00120234,0.00120234
143,1456.59,1.5269,0.65596,0.78465,0.81039,0.62419,0.76005,0.16117,3.01719,0.96387,0.91446,0.00119669,0.00119669,0.00119669
144,1466.71,1.53073,0.64355,0.78209,0.86544,0.71634,0.85314,0.30132,2.47162,0.80406,0.89782,0.00119103,0.00119103,0.00119103
145,1476.87,1.51794,0.63951,0.77672,0.82398,0.70437,0.82357,0.24431,2.62526,0.85188,0.89972,0.00118537,0.00118537,0.00118537
146,1487.07,1.48376,0.63974,0.78146,0.84777,0.71778,0.84815,0.31146,2.43482,0.78642,0.89806,0.00117971,0.00117971,0.00117971
147,1497.21,1.54025,0.62133,0.78661,0.74513,0.58093,0.67392,0.1104,3.32167,0.98181,0.91778,0.00117406,0.00117406,0.00117406
148,1507.34,1.51872,0.61589,0.78037,0.85072,0.62563,0.80107,0.22302,2.86248,0.92555,0.90878,0.0011684,0.0011684,0.0011684
149,1517.7,1.59101,0.65766,0.78393,0.85644,0.67433,0.82869,0.25139,2.76692,0.88894,0.90543,0.00116274,0.00116274,0.00116274
150,1527.81,1.47069,0.61042,0.78445,0.81652,0.68242,0.79814,0.23222,2.7178,0.85603,0.90299,0.00115709,0.00115709,0.00115709
151,1537.9,1.46983,0.60602,0.77481,0.8012,0.57883,0.71392,0.13237,3.22123,1.01963,0.9186,0.00115143,0.00115143,0.00115143
152,1548.06,1.46675,0.63372,0.78375,0.51262,0.36645,0.34981,0.04468,3.74326,1.14981,0.94194,0.00114577,0.00114577,0.00114577
153,1558.21,1.57727,0.63548,0.78541,0.89975,0.8982,0.93817,0.57862,1.40526,0.64324,0.87478,0.00114011,0.00114011,0.00114011
154,1568.46,1.55759,0.63954,0.78266,0.78418,0.57288,0.70286,0.15339,3.13397,0.97345,0.91754,0.00113446,0.00113446,0.00113446
155,1578.61,1.49446,0.63306,0.77901,0.87601,0.81384,0.90387,0.43179,1.90018,0.68718,0.88285,0.0011288,0.0011288,0.0011288
156,1588.87,1.47658,0.6152,0.77828,0.83653,0.63368,0.77572,0.17295,2.91944,0.90794,0.90613,0.00112314,0.00112314,0.00112314
157,1599.02,1.51232,0.6306,0.78114,0.63868,0.4416,0.50561,0.08312,3.41122,1.14599,0.93527,0.00111749,0.00111749,0.00111749
158,1609.15,1.50704,0.65747,0.77416,0.85899,0.68395,0.82698,0.22774,2.70578,0.81261,0.90259,0.00111183,0.00111183,0.00111183
159,1619.25,1.45725,0.61609,0.76902,0.7824,0.62563,0.74745,0.1732,2.90197,0.89766,0.91193,0.00110617,0.00110617,0.00110617
160,1629.41,1.47239,0.6037,0.76789,0.86414,0.74643,0.86998,0.37157,2.21774,0.7594,0.8931,0.00110051,0.00110051,0.00110051
161,1639.6,1.49196,0.62764,0.77288,0.86386,0.80859,0.88953,0.3872,2.13666,0.72581,0.88771,0.00109486,0.00109486,0.00109486
162,1649.83,1.46281,0.61099,0.78577,0.49179,0.33789,0.34459,0.04415,3.8261,1.17092,0.9469,0.0010892,0.0010892,0.0010892
163,1659.96,1.5197,0.6286,0.78161,0.5857,0.40677,0.4526,0.06851,3.61232,1.15601,0.94369,0.00108354,0.00108354,0.00108354
164,1670.11,1.4624,0.60925,0.77717,0.77289,0.58802,0.68809,0.14124,3.10213,0.94593,0.91449,0.00107789,0.00107789,0.00107789
165,1680.26,1.4734,0.61519,0.77639,0.89011,0.7329,0.87648,0.35695,2.1868,0.72426,0.89315,0.00107223,0.00107223,0.00107223
166,1690.39,1.48273,0.63824,0.78235,0.87444,0.7977,0.89612,0.43168,1.86275,0.65769,0.88284,0.00106657,0.00106657,0.00106657
167,1700.52,1.5025,0.62359,0.77586,0.85183,0.70482,0.83989,0.31312,2.3728,0.77869,0.89741,0.00106091,0.00106091,0.00106091
168,1710.63,1.50116,0.62305,0.78011,0.86663,0.70194,0.83681,0.2495,2.701,0.83065,0.90152,0.00105526,0.00105526,0.00105526
169,1720.89,1.47165,0.64378,0.77674,0.87723,0.76133,0.87575,0.36164,2.2742,0.74298,0.89547,0.0010496,0.0010496,0.0010496
170,1731.04,1.45114,0.62837,0.78152,0.72368,0.51836,0.60903,0.12367,3.21953,1.03987,0.91896,0.00104394,0.00104394,0.00104394
171,1741.17,1.44534,0.62011,0.78576,0.87048,0.85644,0.91024,0.48799,1.67281,0.70321,0.88288,0.00103829,0.00103829,0.00103829
172,1751.32,1.48866,0.63286,0.77989,0.55554,0.35995,0.39242,0.05782,3.64218,1.16037,0.94116,0.00103263,0.00103263,0.00103263
173,1761.45,1.47588,0.65532,0.77753,0.49664,0.35232,0.31574,0.04257,3.73675,1.17349,0.95003,0.00102697,0.00102697,0.00102697
174,1771.61,1.52762,0.62596,0.78401,0.83578,0.63021,0.75817,0.14233,3.10397,0.94893,0.915,0.00102131,0.00102131,0.00102131
175,1781.75,1.56833,0.67879,0.78527,0.49567,0.33468,0.32114,0.03852,3.78105,1.21326,0.94584,0.00101566,0.00101566,0.00101566
176,1791.89,1.51824,0.64501,0.77931,0.86415,0.70526,0.85701,0.32689,2.45557,0.77798,0.89424,0.00101,0.00101,0.00101
177,1802.12,1.46718,0.621,0.78254,0.85576,0.73894,0.85004,0.29413,2.57507,0.82057,0.89901,0.00100434,0.00100434,0.00100434
178,1812.28,1.44135,0.61303,0.78021,0.8538,0.65155,0.80794,0.20161,2.89958,0.89322,0.90743,0.000998686,0.000998686,0.000998686
179,1822.45,1.40208,0.60307,0.77597,0.82204,0.6485,0.77095,0.16178,3.02378,0.93246,0.91415,0.000993029,0.000993029,0.000993029
180,1832.57,1.44462,0.60888,0.77869,0.87751,0.73757,0.8745,0.36644,2.16841,0.74519,0.89047,0.000987371,0.000987371,0.000987371
181,1842.74,1.47135,0.61517,0.77683,0.87842,0.81666,0.90623,0.46036,1.7708,0.64371,0.88186,0.000981714,0.000981714,0.000981714
182,1852.89,1.44647,0.60952,0.77923,0.7168,0.509,0.61005,0.10786,3.37426,1.04131,0.92862,0.000976057,0.000976057,0.000976057
183,1863.02,1.40899,0.58669,0.78067,0.84907,0.64398,0.80667,0.19904,2.88216,0.90823,0.90997,0.0009704,0.0009704,0.0009704
184,1873.27,1.42301,0.60892,0.78049,0.87859,0.71899,0.86667,0.30784,2.41031,0.7856,0.89474,0.000964743,0.000964743,0.000964743
185,1883.43,1.5116,0.63646,0.77988,0.76694,0.5306,0.66861,0.14218,3.26257,1.05226,0.92352,0.000959086,0.000959086,0.000959086
