epoch,val_mAP,val_precision,val_recall,val_F1
1,0.05282162385226452,0.05282162385226452,0.3333333333333333,0.09119244812538961
2,0.09904545884131935,0.09904545884131935,0.6822916666666666,0.17298011058842946
3,0.1514473500209761,0.1514473500209761,0.705078125,0.24933809140094396
4,0.21977411590446214,0.21977411590446214,0.7727864583333334,0.34222286290903847
5,0.18518518518518517,0.18518518518518517,0.5403645833333334,0.2758391492190096
6,0.19403231124299375,0.19403231124299375,0.7662760416666666,0.3096553538542489
7,0.300774829772247,0.300774829772247,0.833984375,0.4421052631578947
8,0.32949188056574125,0.32949188056574125,0.8190104166666666,0.46992902502801637
9,0.3270570028372453,0.3270570028372453,0.8255208333333334,0.46850175503417696
10,0.24580380455054085,0.24580380455054085,0.8580729166666666,0.38213975065236305
11,0.2130558183538316,0.2130558183538316,0.7330729166666666,0.3301568684943557
12,0.26541871921182264,0.26541871921182264,0.876953125,0.40750264710331263
13,0.3838727995457127,0.3838727995457127,0.8802083333333334,0.5345986555950969
14,0.37488895469351496,0.37488895469351496,0.82421875,0.5153673926317932
15,0.3460594491409872,0.3460594491409872,0.826171875,0.4877955025946569
16,0.4491675522493801,0.4491675522493801,0.8255208333333334,0.5817848130305115
17,0.5802919708029197,0.5802919708029197,0.828125,0.6824034334763949
18,0.5126293995859214,0.5126293995859214,0.8059895833333334,0.6266767906859023
19,0.5297766749379652,0.5297766749379652,0.833984375,0.6479514415781488
20,0.5236318407960199,0.5236318407960199,0.822265625,0.6398176291793314
21,0.58271719038817,0.58271719038817,0.8209635416666666,0.6816216216216215
22,0.6239526860522425,0.6239526860522425,0.82421875,0.7102384291725106
23,0.5825242718446602,0.5825242718446602,0.8203125,0.681265206812652
24,0.6815181518151815,0.6815181518151815,0.806640625,0.7388193202146691
25,0.6023110255175734,0.6023110255175734,0.814453125,0.6924993080542486
26,0.7477368738684369,0.7477368738684369,0.806640625,0.7760726589414343
27,0.6045831301803998,0.6045831301803998,0.8072916666666666,0.6913855589629216
28,0.5463917525773195,0.5463917525773195,0.828125,0.6583850931677019
29,0.5534400692340978,0.5534400692340978,0.8326822916666666,0.6649337145827917
30,0.5907808090310442,0.5907808090310442,0.8177083333333334,0.6859639541234299
31,0.636045931103345,0.636045931103345,0.8294270833333334,0.719977394744278
32,0.6587383660806618,0.6587383660806618,0.8294270833333334,0.7342939481268012
33,0.6614745586708204,0.6614745586708204,0.8294270833333334,0.7359907567879838
34,0.6596183599793708,0.6596183599793708,0.8326822916666666,0.7361151079136692
35,0.6601239669421488,0.6601239669421488,0.83203125,0.7361751152073733
36,0.6482793522267206,0.6482793522267206,0.833984375,0.7294988610478358
37,0.6432160804020101,0.6432160804020101,0.8333333333333334,0.7260351673284176
38,0.6425316455696203,0.6425316455696203,0.826171875,0.7228709769296497
39,0.6587628865979381,0.6587628865979381,0.83203125,0.7353279631760645
40,0.6689366160293347,0.6689366160293347,0.8313802083333334,0.7413642960812772
41,0.6948123620309051,0.6948123620309051,0.8196614583333334,0.7520908004778972
42,0.6820128479657388,0.6820128479657388,0.8294270833333334,0.7485311398354877
43,0.6647727272727273,0.6647727272727273,0.837890625,0.7413594470046083
44,0.626770884220811,0.626770884220811,0.8352864583333334,0.7161596427574658
45,0.6854838709677419,0.6854838709677419,0.830078125,0.7508833922261483
46,0.6803409696323921,0.6803409696323921,0.8313802083333334,0.7483152651626136
47,0.6819392647842302,0.6819392647842302,0.8333333333333334,0.750073249340756
48,0.6765327695560254,0.6765327695560254,0.8333333333333334,0.7467911318553092
49,0.6675392670157068,0.6675392670157068,0.830078125,0.7399883923389436
50,0.6661450182576943,0.6661450182576943,0.8313802083333334,0.7396466840428614
