epoch,val_loss,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg
1,0.8663219825253574,0.22977519131034885,0.29274357035072573,0.18895521568595816,0.15484800517832467
2,0.6418322977191264,0.18525404913709798,0.26841225492161347,0.10677691801972346,0.08138907564069153
3,0.6744991558339071,0.16353816805629556,0.2986682999810768,0.07968630530623667,0.13260638249029807
4,0.6076743181521467,0.13654323639946248,0.29565818876096417,0.0763096803918891,0.0991632125998309
5,0.719744395020358,0.1590902256787917,0.28115882933003095,0.12210332773147373,0.1573920122800617
6,0.6783607565891853,0.16390803076942032,0.30475077272281736,0.08386830954786835,0.1258336435490792
7,0.6434606048492116,0.16134552801147514,0.3006843796016973,0.08855582288372407,0.09287487435231515
8,0.6609964928837544,0.16356179377901445,0.31395552884958206,0.0903205836037977,0.09315858665136022
9,0.4325733941150915,0.13740596911707603,0.1844693307653753,0.07887360132342085,0.031824492909219286
10,0.46212771196567687,0.13385246234407666,0.2011687393992319,0.08168166493057111,0.045424845291797175
11,0.4514805268701337,0.1277895176082576,0.19597485101004258,0.07306195597309585,0.05465420227873763
12,0.4933777929651081,0.11280634028649111,0.20502876162255576,0.12082240033313768,0.05472029072292354
13,0.5059946829777792,0.1415906660429655,0.2342155653333992,0.08114160282896199,0.04904684877245251
14,0.37133786094229704,0.13411937329337137,0.16308197821704074,0.04781576683488461,0.026320742597000315
15,0.4077563882899394,0.13284005325526818,0.19145632364334317,0.05241005973668274,0.03104995165464528
16,0.341666477194073,0.126968614757061,0.15025793019374575,0.044326846445098926,0.020113085798167306
17,0.3221595974322921,0.12100587972790139,0.14734090051246346,0.0345286687135423,0.019284148478384958
18,0.33804197788853707,0.12148894983933332,0.15176209291323609,0.04663257992937477,0.018158355206592914
19,0.31198164628425595,0.11779853025741807,0.13611175769239392,0.03812344061262017,0.019947917721823815
20,0.30301082444402877,0.0969467532624482,0.1517354162802937,0.0360454829460984,0.01828317195518848
21,0.3202242184293653,0.12015663740148239,0.1488871598496623,0.03366326754314637,0.01751715363507424
22,0.32781545266748296,0.12386166248812315,0.15228674970908995,0.034001692753592765,0.01766534771667708
23,0.2951321884767588,0.10757541191687278,0.13756997709017282,0.03290027622646148,0.017086523243251744
24,0.31945960575270405,0.11527944417294422,0.15323767893084692,0.031795705762614895,0.019146776886298022
25,0.29013041388926974,0.09043708689715885,0.1434532560647354,0.03722164776483807,0.01901842316253743
26,0.3218288149411252,0.12448374703184727,0.14919287598597894,0.031623991086668926,0.016528200836630043
27,0.32261157240035065,0.11918260369005554,0.15444213938002194,0.03195988744018822,0.01702694189008496
28,0.30148395254712446,0.10918210008087645,0.1373505153001175,0.037753483759017166,0.017197853407113377
29,0.3002010645225234,0.11541986665389406,0.1392291059051085,0.02972831676175835,0.015823775201762487
30,0.3374811473362353,0.13041388950045776,0.15543355647508705,0.03286961941133945,0.01876408194935103
31,0.3141961300557633,0.12355199377607862,0.14465883897121892,0.03038394941580952,0.015601347892656239
32,0.306768244008508,0.12233969467956948,0.14010043910473857,0.02896369793751371,0.015364412286686242
33,0.3021758251584246,0.12066140391120533,0.13895760654309475,0.027477025541417097,0.015079789162707437
34,0.3114005148650036,0.12338561332280483,0.14261841908985867,0.030470441018632794,0.01492604143370729
35,0.30669690556653323,0.12272597626364286,0.1424376831791543,0.026802591757353292,0.014730654366382765
36,0.3028170896796595,0.12112353738704952,0.1379304078809165,0.029276441193160113,0.014486703218533358
37,0.2991761185886731,0.11823295117056834,0.13854263295684385,0.02785050228169752,0.014550032179563417
38,0.30372838136834013,0.11969616018030621,0.14038252618608124,0.028867680963914875,0.014782014038037816
39,0.3072616964740969,0.12176132572541407,0.1414895603313632,0.02936331254489925,0.014647497872420407
40,0.3054525056776992,0.123704674726335,0.14191079344771323,0.024989005767765943,0.014848031735885035
41,0.31760513726109213,0.12677919400702103,0.148053835000877,0.027878096361362605,0.014894011891831498
42,0.3136430770210033,0.12669650388351822,0.14401047878445836,0.028210504937472694,0.014725589415554059
43,0.30501911373074175,0.12288381969299886,0.14130224383205447,0.026291525179366452,0.014541525026321958
44,0.3077369111572999,0.12289530119576722,0.14170326436058098,0.027882961180368693,0.015255384420583008
45,0.29920614838446363,0.11926968006519686,0.1390634008572189,0.02652025345815431,0.014352814003893542
46,0.2977575633435621,0.11884187281541868,0.13994233752814456,0.024321253232042723,0.014652099767956166
47,0.2992682835352052,0.120191279093846,0.14050318991098928,0.024062896207180044,0.01451091832318984
48,0.2994564916648039,0.11823972033490555,0.13926227876079192,0.02741710344380742,0.014537389125299015
49,0.29825689354398793,0.1182886241217477,0.13916173196235382,0.026293464329674703,0.014513073130211699
50,0.2999045874308282,0.11813496957199836,0.13982075278501993,0.02727628116487363,0.014672583908936299
