epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,1244.64,1.9072,0.86006,0.81468,0.84059,0.66603,0.73002,0.26577,2.07532,0.88338,0.79315,0.0015347,0.0015347,0.0015347
49,1270.18,1.83721,0.81128,0.81454,0.87884,0.83583,0.88694,0.41757,1.6082,0.78629,0.78119,0.0015248,0.0015248,0.0015248
50,1295.83,1.85869,0.87618,0.81073,0.85392,0.74214,0.83301,0.3547,1.74056,0.76781,0.78445,0.0015149,0.0015149,0.0015149
51,1321.27,1.83659,0.79805,0.8133,0.83265,0.68026,0.76643,0.29387,1.9371,0.85155,0.7873,0.001505,0.001505,0.001505
52,1346.71,1.87463,0.80498,0.81211,0.77306,0.72966,0.77284,0.27775,1.96113,1.11934,0.78891,0.0014951,0.0014951,0.0014951
53,1372.14,1.85078,0.85104,0.80668,0.80936,0.62826,0.73021,0.2681,1.90513,0.84272,0.7852,0.0014852,0.0014852,0.0014852
54,1397.66,1.85289,0.8548,0.81146,0.78835,0.71536,0.75779,0.27985,1.96957,1.22292,0.7905,0.0014753,0.0014753,0.0014753
55,1423.1,1.81033,0.80896,0.80468,0.87656,0.8044,0.86894,0.40133,1.69376,0.74177,0.78058,0.0014654,0.0014654,0.0014654
56,1448.57,1.79568,0.78373,0.80848,0.8483,0.68034,0.76865,0.27282,2.13824,0.83759,0.79248,0.0014555,0.0014555,0.0014555
57,1474.03,1.85229,0.77491,0.81443,0.15973,0.25716,0.12862,0.0301,3.56802,1.53919,0.85867,0.0014456,0.0014456,0.0014456
58,1499.52,1.79376,0.74356,0.80996,0.79825,0.68261,0.74535,0.24613,2.16832,0.91034,0.79307,0.0014357,0.0014357,0.0014357
59,1524.97,1.83312,0.88485,0.80086,0.85005,0.80664,0.85412,0.3829,1.62096,0.8722,0.77693,0.0014258,0.0014258,0.0014258
60,1550.48,1.74393,0.80574,0.78538,0.2284,0.17057,0.12344,0.02983,3.52521,2.31298,0.85457,0.0014159,0.0014159,0.0014159
61,1575.86,1.88168,0.90312,0.80804,0.69565,0.63021,0.58604,0.14481,2.64002,1.4295,0.80766,0.001406,0.001406,0.001406
62,1601.3,1.83127,0.80807,0.80836,0.85784,0.81321,0.86176,0.38807,1.64338,1.03063,0.7795,0.0013961,0.0013961,0.0013961
63,1627.05,1.79999,0.79393,0.80511,0.56096,0.63802,0.59354,0.19593,2.42826,1.133,0.79895,0.0013862,0.0013862,0.0013862
64,1652.37,1.78257,0.78484,0.80771,0.83926,0.70365,0.78847,0.29347,1.95638,0.80291,0.78589,0.0013763,0.0013763,0.0013763
65,1677.65,1.73419,0.75589,0.81168,0.82244,0.54427,0.70547,0.19049,2.51243,0.88151,0.8058,0.0013664,0.0013664,0.0013664
66,1703.04,1.81157,0.80577,0.8057,0.81191,0.66992,0.72039,0.22214,2.31699,0.84955,0.79944,0.0013565,0.0013565,0.0013565
67,1728.37,1.75915,0.72875,0.80291,0.77517,0.5926,0.66208,0.17328,2.58342,0.944,0.80719,0.0013466,0.0013466,0.0013466
68,1753.65,1.76256,0.81812,0.80866,0.87241,0.69001,0.80255,0.27031,2.16252,0.75052,0.7908,0.0013367,0.0013367,0.0013367
69,1778.92,1.74904,0.82613,0.81034,0.75142,0.68945,0.75495,0.29178,1.92349,0.95733,0.78596,0.0013268,0.0013268,0.0013268
70,1804.28,1.68282,0.73676,0.80299,0.83694,0.73515,0.81355,0.36439,1.68938,1.05458,0.78013,0.0013169,0.0013169,0.0013169
71,1829.52,1.75454,0.7576,0.79939,0.68709,0.58184,0.57578,0.15803,2.67161,1.02809,0.81298,0.001307,0.001307,0.001307
72,1854.89,1.78661,0.84956,0.80656,0.4996,0.30664,0.30438,0.05844,3.14934,1.57297,0.83438,0.0012971,0.0012971,0.0012971
73,1880.21,1.78417,0.77561,0.81055,0.8465,0.74677,0.81536,0.29948,2.07226,0.75614,0.79143,0.0012872,0.0012872,0.0012872
74,1905.81,1.78315,0.84712,0.80947,0.84073,0.64909,0.74211,0.2435,2.14707,0.94526,0.79238,0.0012773,0.0012773,0.0012773
75,1931.1,1.71491,0.75667,0.79247,0.89157,0.73874,0.8547,0.40177,1.68162,0.74406,0.78051,0.0012674,0.0012674,0.0012674
76,1956.38,1.71291,0.75994,0.8024,0.83397,0.7358,0.8124,0.30348,1.96892,0.92596,0.78933,0.0012575,0.0012575,0.0012575
77,1981.65,1.7632,0.76833,0.8088,0.76513,0.69142,0.75417,0.25164,2.10646,1.0294,0.7909,0.0012476,0.0012476,0.0012476
78,2006.9,1.7464,0.7503,0.80601,0.87137,0.71008,0.81137,0.26967,2.20074,0.79139,0.79782,0.0012377,0.0012377,0.0012377
79,2032.28,1.73236,0.74507,0.80139,0.8423,0.78776,0.83868,0.35942,1.69752,0.80353,0.78149,0.0012278,0.0012278,0.0012278
80,2057.59,1.72732,0.77395,0.80149,0.87717,0.77604,0.864,0.40405,1.58279,0.77825,0.77809,0.0012179,0.0012179,0.0012179
81,2082.87,1.70187,0.77955,0.80753,0.82754,0.62481,0.74698,0.23363,2.16833,0.85364,0.79253,0.001208,0.001208,0.001208
82,2108.1,1.78798,0.78661,0.80971,0.83447,0.6794,0.77731,0.24468,2.17618,0.74373,0.79072,0.0011981,0.0011981,0.0011981
83,2133.37,1.80497,0.76831,0.81187,0.8489,0.69596,0.80005,0.26281,2.17965,0.7483,0.79311,0.0011882,0.0011882,0.0011882
84,2158.69,1.68084,0.7434,0.80146,0.79436,0.66646,0.73431,0.22352,2.24789,0.88194,0.79801,0.0011783,0.0011783,0.0011783
85,2184.08,1.65074,0.69475,0.79824,0.83487,0.60237,0.74309,0.21554,2.36502,0.8208,0.80082,0.0011684,0.0011684,0.0011684
86,2209.42,1.64875,0.69644,0.80572,0.775,0.54942,0.66804,0.14726,2.71366,0.90576,0.81823,0.0011585,0.0011585,0.0011585
87,2234.71,1.66362,0.71863,0.80853,0.86199,0.63997,0.78795,0.24273,2.31527,0.81075,0.79796,0.0011486,0.0011486,0.0011486
88,2259.98,1.73076,0.76801,0.81069,0.87814,0.79492,0.86882,0.40468,1.63008,0.72591,0.77783,0.0011387,0.0011387,0.0011387
89,2285.28,1.81487,0.75728,0.80603,0.89323,0.74621,0.83797,0.35851,1.78675,0.7041,0.78192,0.0011288,0.0011288,0.0011288
90,2310.65,1.71451,0.72996,0.80691,0.81681,0.6038,0.70481,0.20617,2.41455,0.8654,0.79866,0.0011189,0.0011189,0.0011189
91,2336.05,1.69852,0.70186,0.81046,0.88616,0.77148,0.85524,0.34333,1.89076,0.70605,0.78612,0.001109,0.001109,0.001109
92,2361.51,1.7028,0.73068,0.80731,0.82127,0.66412,0.73878,0.23029,2.31405,0.82178,0.79973,0.0010991,0.0010991,0.0010991
93,2386.92,1.69974,0.74197,0.80489,0.86063,0.67138,0.79941,0.27813,2.16707,0.78511,0.79379,0.0010892,0.0010892,0.0010892
94,2413.7,1.70663,0.76575,0.80433,0.87824,0.80013,0.87152,0.41191,1.65288,0.66198,0.77694,0.0010793,0.0010793,0.0010793
95,2439.54,1.66695,0.7325,0.79533,0.7045,0.58825,0.60341,0.15398,2.68205,0.88709,0.81689,0.0010694,0.0010694,0.0010694
96,2465.05,1.67611,0.72077,0.79991,0.8652,0.8138,0.87501,0.39546,1.64985,0.69444,0.77897,0.0010595,0.0010595,0.0010595
97,2490.47,1.6231,0.67616,0.80418,0.80715,0.61584,0.72297,0.21306,2.39362,0.84032,0.80224,0.0010496,0.0010496,0.0010496
98,2515.88,1.63619,0.69897,0.79502,0.33615,0.54362,0.3795,0.07496,3.10255,1.09535,0.83174,0.0010397,0.0010397,0.0010397
99,2541.28,1.61735,0.69484,0.79087,0.84318,0.72109,0.79875,0.27965,2.05143,0.70677,0.78843,0.0010298,0.0010298,0.0010298
100,2566.72,1.7036,0.75413,0.80282,0.70298,0.47612,0.56734,0.1073,2.86221,0.93808,0.81913,0.0010199,0.0010199,0.0010199
101,2592.16,1.6572,0.7083,0.80379,0.84154,0.70186,0.79967,0.30465,2.00093,0.75961,0.78875,0.00101,0.00101,0.00101
102,2617.72,1.63616,0.71341,0.79312,0.53649,0.73698,0.64559,0.17583,2.63851,0.9291,0.81144,0.0010001,0.0010001,0.0010001
103,2643.13,1.63289,0.6788,0.80411,0.85305,0.69857,0.79746,0.29555,2.1174,0.75034,0.79347,0.0009902,0.0009902,0.0009902
104,2668.56,1.56669,0.65855,0.79344,0.87383,0.82422,0.87857,0.44294,1.56327,0.66637,0.77779,0.0009803,0.0009803,0.0009803
105,2694.29,1.71617,0.81467,0.80357,0.85603,0.69727,0.81441,0.25004,2.3295,0.80583,0.79786,0.0009704,0.0009704,0.0009704
106,2719.72,1.69309,0.73624,0.80011,0.77393,0.69537,0.71416,0.20249,2.35621,0.89218,0.80009,0.0009605,0.0009605,0.0009605
107,2745.19,1.75542,0.74307,0.80375,0.87423,0.67429,0.81188,0.2681,2.22513,0.73937,0.79444,0.0009506,0.0009506,0.0009506
108,2770.6,1.64096,0.70941,0.80305,0.87439,0.82031,0.87731,0.38914,1.71602,0.71003,0.78262,0.0009407,0.0009407,0.0009407
109,2796.11,1.62128,0.69159,0.79987,0.71912,0.50839,0.58774,0.12832,2.78526,0.96984,0.81475,0.0009308,0.0009308,0.0009308
110,2821.56,1.60906,0.71844,0.80182,0.80121,0.59301,0.71179,0.19412,2.53456,0.82551,0.80423,0.0009209,0.0009209,0.0009209
111,2847.02,1.61709,0.6739,0.79904,0.83337,0.56982,0.73655,0.21064,2.47767,0.80311,0.80332,0.000911,0.000911,0.000911
112,2872.43,1.62512,0.70578,0.79267,0.87814,0.68028,0.83224,0.29098,2.1436,0.70557,0.79213,0.0009011,0.0009011,0.0009011
113,2897.87,1.57437,0.65425,0.79283,0.87559,0.79726,0.86863,0.39268,1.68402,0.67303,0.78095,0.0008912,0.0008912,0.0008912
114,2923.28,1.62283,0.68485,0.80277,0.47982,0.68099,0.5786,0.11466,2.86921,0.9545,0.81714,0.0008813,0.0008813,0.0008813
115,2948.71,1.60879,0.68372,0.79046,0.89079,0.6691,0.84037,0.27064,2.26442,0.73192,0.79546,0.0008714,0.0008714,0.0008714
116,2974.26,1.64526,0.76549,0.79761,0.84147,0.73605,0.81372,0.30188,1.95632,0.76619,0.78687,0.0008615,0.0008615,0.0008615
117,2999.73,1.59386,0.6561,0.80445,0.85617,0.60938,0.77152,0.2061,2.4279,0.79932,0.8009,0.0008516,0.0008516,0.0008516
118,3025.15,1.59508,0.65957,0.80294,0.85823,0.6385,0.77961,0.26019,2.23011,0.76418,0.79444,0.0008417,0.0008417,0.0008417
119,3050.56,1.5937,0.67696,0.79902,0.83749,0.66016,0.77145,0.22622,2.42373,0.79451,0.80112,0.0008318,0.0008318,0.0008318
120,3075.99,1.58364,0.69857,0.79971,0.84994,0.67112,0.81171,0.28365,2.15594,0.78402,0.79486,0.0008219,0.0008219,0.0008219
121,3101.43,1.70992,0.7606,0.80678,0.74703,0.58638,0.6636,0.15437,2.66512,0.94863,0.80877,0.000812,0.000812,0.000812
122,3126.97,1.57892,0.72815,0.79768,0.8046,0.58443,0.70217,0.19845,2.50757,0.8697,0.80465,0.0008021,0.0008021,0.0008021
123,3152.4,1.5389,0.65249,0.80329,0.89483,0.79765,0.87574,0.40871,1.67039,0.66047,0.78069,0.0007922,0.0007922,0.0007922
124,3177.88,1.59082,0.73652,0.78679,0.87383,0.70341,0.81758,0.25847,2.22325,0.73632,0.79385,0.0007823,0.0007823,0.0007823
125,3203.23,1.57783,0.66868,0.79582,0.73448,0.49346,0.61565,0.12689,2.79916,0.81512,0.81922,0.0007724,0.0007724,0.0007724
126,3228.67,1.61188,0.68218,0.79902,0.86842,0.66927,0.80982,0.29452,2.17362,0.71876,0.79159,0.0007625,0.0007625,0.0007625
127,3254.17,1.67078,0.74583,0.79852,0.82805,0.66464,0.77012,0.25494,2.19904,0.82249,0.79283,0.0007526,0.0007526,0.0007526
128,3279.61,1.58053,0.69865,0.79393,0.85517,0.66887,0.78359,0.25891,2.24216,0.7493,0.79744,0.0007427,0.0007427,0.0007427
129,3305.04,1.66773,0.77971,0.79982,0.70656,0.55729,0.59886,0.12652,2.76415,0.9111,0.81816,0.0007328,0.0007328,0.0007328
130,3330.44,1.64456,0.70178,0.80261,0.78457,0.58789,0.69544,0.1803,2.56664,0.83341,0.80736,0.0007229,0.0007229,0.0007229
131,3355.9,1.6337,0.71202,0.8032,0.49474,0.73503,0.61058,0.13432,2.7971,0.91418,0.81719,0.000713,0.000713,0.000713
132,3381.34,1.52718,0.67303,0.79572,0.8918,0.78255,0.87279,0.39733,1.67904,0.64943,0.77775,0.0007031,0.0007031,0.0007031
133,3406.89,1.58362,0.70481,0.80558,0.86724,0.68897,0.81386,0.25163,2.27246,0.75208,0.79558,0.0006932,0.0006932,0.0006932
134,3432.38,1.58705,0.7251,0.79765,0.89035,0.70182,0.8481,0.32893,1.9656,0.69939,0.7861,0.0006833,0.0006833,0.0006833
135,3457.8,1.60093,0.71297,0.79964,0.86683,0.65259,0.80689,0.23794,2.33035,0.76268,0.79723,0.0006734,0.0006734,0.0006734
136,3483.21,1.56696,0.68256,0.79968,0.86973,0.63672,0.80896,0.2531,2.29425,0.74556,0.79941,0.0006635,0.0006635,0.0006635
137,3508.66,1.54445,0.62501,0.79596,0.86106,0.68991,0.81967,0.26904,2.16374,0.75135,0.79086,0.0006536,0.0006536,0.0006536
138,3534.11,1.59593,0.71139,0.79872,0.78727,0.80716,0.80786,0.23116,2.4435,0.77666,0.80071,0.0006437,0.0006437,0.0006437
139,3559.66,1.49125,0.61952,0.79684,0.85069,0.67138,0.81062,0.27147,2.19618,0.75525,0.79348,0.0006338,0.0006338,0.0006338
140,3585.1,1.53251,0.63935,0.79548,0.86536,0.69881,0.82486,0.29175,2.20504,0.72707,0.79281,0.0006239,0.0006239,0.0006239
141,3610.46,1.54425,0.67113,0.80232,0.8615,0.65201,0.80978,0.25539,2.31242,0.74722,0.79728,0.000614,0.000614,0.000614
142,3635.91,1.50043,0.6423,0.79004,0.88124,0.70378,0.83222,0.32347,2.00383,0.70358,0.78642,0.0006041,0.0006041,0.0006041
143,3661.33,1.56252,0.71736,0.79675,0.83748,0.59716,0.75739,0.22417,2.40737,0.80079,0.80229,0.0005942,0.0005942,0.0005942
144,3686.75,1.55706,0.65858,0.79967,0.83539,0.57158,0.7524,0.20232,2.43614,0.82371,0.80313,0.0005843,0.0005843,0.0005843
145,3712.31,1.55806,0.66658,0.7985,0.87671,0.63427,0.81046,0.25045,2.29711,0.74705,0.79616,0.0005744,0.0005744,0.0005744
146,3737.77,1.58224,0.7195,0.79407,0.86506,0.7207,0.82756,0.28485,2.14507,0.76401,0.79029,0.0005645,0.0005645,0.0005645
147,3763.23,1.57706,0.6875,0.80008,0.80381,0.54149,0.70252,0.17462,2.60108,0.83441,0.80661,0.0005546,0.0005546,0.0005546
148,3788.68,1.52953,0.69415,0.78624,0.89026,0.82916,0.88503,0.44567,1.47602,0.65047,0.77393,0.0005447,0.0005447,0.0005447
149,3814.39,1.5927,0.71208,0.79787,0.85078,0.56049,0.76786,0.19207,2.54755,0.84354,0.80421,0.0005348,0.0005348,0.0005348
150,3839.82,1.56204,0.68505,0.79944,0.83917,0.60286,0.76554,0.20177,2.51302,0.841,0.80613,0.0005249,0.0005249,0.0005249
151,3865.33,1.58397,0.67598,0.79654,0.83651,0.59049,0.76651,0.20746,2.45216,0.83795,0.80236,0.000515,0.000515,0.000515
152,3890.76,1.48469,0.63124,0.79603,0.86982,0.65683,0.81097,0.27752,2.17729,0.7284,0.79209,0.0005051,0.0005051,0.0005051
153,3916.22,1.50497,0.63627,0.79437,0.81214,0.61589,0.73382,0.17147,2.63492,0.84588,0.80806,0.0004952,0.0004952,0.0004952
154,3941.64,1.56542,0.65762,0.79372,0.8963,0.68652,0.85402,0.34578,2.00184,0.69818,0.7867,0.0004853,0.0004853,0.0004853
155,3967.06,1.49195,0.65825,0.80042,0.88013,0.66081,0.82795,0.28198,2.23573,0.74895,0.79372,0.0004754,0.0004754,0.0004754
156,3992.49,1.48341,0.65874,0.79401,0.89196,0.68798,0.85188,0.32073,2.10277,0.71737,0.78969,0.0004655,0.0004655,0.0004655
157,4018,1.49668,0.64342,0.79457,0.87467,0.66791,0.82672,0.26393,2.29293,0.76694,0.79563,0.0004556,0.0004556,0.0004556
158,4043.48,1.47896,0.65028,0.80116,0.89734,0.70703,0.86276,0.35383,1.94051,0.66273,0.78593,0.0004457,0.0004457,0.0004457
159,4068.93,1.44889,0.60606,0.79858,0.88676,0.68828,0.84237,0.28559,2.23729,0.72401,0.7965,0.0004358,0.0004358,0.0004358
160,4094.71,1.47473,0.65221,0.79972,0.58448,0.82878,0.77438,0.2027,2.48473,0.81795,0.80171,0.0004259,0.0004259,0.0004259
161,4120.45,1.52938,0.71003,0.7993,0.85579,0.6568,0.80256,0.25341,2.30671,0.77439,0.79664,0.000416,0.000416,0.000416
162,4146.12,1.48111,0.64352,0.78568,0.81002,0.53853,0.69569,0.14779,2.69665,0.87236,0.81322,0.0004061,0.0004061,0.0004061
163,4171.95,1.42707,0.60902,0.79074,0.89538,0.6686,0.85243,0.30965,2.18572,0.71095,0.79392,0.0003962,0.0003962,0.0003962
164,4197.66,1.42696,0.60674,0.79252,0.61858,0.73698,0.6856,0.12078,2.92529,0.95039,0.82072,0.0003863,0.0003863,0.0003863
165,4223.37,1.49983,0.6622,0.79724,0.87841,0.64435,0.82108,0.26322,2.3231,0.73214,0.79823,0.0003764,0.0003764,0.0003764
166,4249.1,1.54516,0.67661,0.80422,0.87105,0.61127,0.79797,0.24409,2.37726,0.76372,0.79888,0.0003665,0.0003665,0.0003665
167,4274.8,1.46758,0.6565,0.79694,0.88422,0.63148,0.82433,0.245,2.395,0.74691,0.79777,0.0003566,0.0003566,0.0003566
168,4300.56,1.46258,0.62368,0.79381,0.87021,0.60674,0.79929,0.2193,2.45342,0.80456,0.80092,0.0003467,0.0003467,0.0003467
169,4326.37,1.4442,0.61712,0.79595,0.86378,0.59863,0.78826,0.23275,2.3777,0.80366,0.79769,0.0003368,0.0003368,0.0003368
170,4352.05,1.44671,0.63561,0.79167,0.89097,0.69162,0.85117,0.30396,2.15405,0.71056,0.79177,0.0003269,0.0003269,0.0003269
171,4377.76,1.46408,0.63094,0.7952,0.59379,0.85938,0.80722,0.22415,2.46306,0.77431,0.80132,0.000317,0.000317,0.000317
172,4403.47,1.49379,0.64306,0.79899,0.88254,0.69463,0.84105,0.29951,2.1296,0.71986,0.78963,0.0003071,0.0003071,0.0003071
173,4429.18,1.44692,0.62335,0.79015,0.84258,0.55058,0.74463,0.16182,2.63684,0.87652,0.80883,0.0002972,0.0002972,0.0002972
174,4454.91,1.46753,0.65517,0.78537,0.86912,0.61391,0.80492,0.20896,2.49704,0.79813,0.80274,0.0002873,0.0002873,0.0002873
175,4480.74,1.47957,0.6388,0.79955,0.89277,0.69987,0.84433,0.30357,2.0862,0.69795,0.78933,0.0002774,0.0002774,0.0002774
176,4506.48,1.4742,0.64954,0.79236,0.87634,0.60441,0.78734,0.19583,2.45235,0.79412,0.80147,0.0002675,0.0002675,0.0002675
177,4532.16,1.41264,0.59487,0.79898,0.83766,0.57552,0.74591,0.16178,2.63032,0.84904,0.80836,0.0002576,0.0002576,0.0002576
178,4557.9,1.42678,0.62595,0.78743,0.85629,0.60091,0.78398,0.19151,2.52876,0.82703,0.80272,0.0002477,0.0002477,0.0002477
179,4583.66,1.41992,0.60591,0.78594,0.88336,0.65087,0.83174,0.24178,2.37444,0.76135,0.79749,0.0002378,0.0002378,0.0002378
180,4609.39,1.44648,0.6551,0.79571,0.87503,0.67464,0.82649,0.23036,2.41128,0.76923,0.79811,0.0002279,0.0002279,0.0002279
181,4635.22,1.43878,0.6499,0.7866,0.84416,0.6276,0.77462,0.17405,2.62138,0.81493,0.80585,0.000218,0.000218,0.000218
182,4660.97,1.42715,0.61587,0.79792,0.8703,0.60285,0.8035,0.187,2.57885,0.79927,0.80329,0.0002081,0.0002081,0.0002081
183,4686.69,1.42401,0.63754,0.7885,0.80715,0.68123,0.74903,0.15019,2.68925,0.87585,0.80902,0.0001982,0.0001982,0.0001982
184,4712.43,1.44579,0.60464,0.79822,0.84392,0.57025,0.76094,0.16906,2.60718,0.86132,0.8069,0.0001883,0.0001883,0.0001883
185,4738.15,1.48247,0.66459,0.79206,0.86116,0.61783,0.79542,0.20538,2.50273,0.82955,0.80245,0.0001784,0.0001784,0.0001784
