epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,7435.8,1.47823,0.68647,0.75661,0.90823,0.9082,0.92738,0.49592,1.25359,0.5376,0.6177,0.000317,0.000317,0.000317
172,7479.58,1.39404,0.69921,0.74518,0.90081,0.88867,0.92235,0.43984,1.44191,0.60569,0.62502,0.0003071,0.0003071,0.0003071
173,7523.65,1.4105,0.65826,0.75532,0.90362,0.90948,0.92933,0.49124,1.2557,0.54564,0.61847,0.0002972,0.0002972,0.0002972
174,7567.18,1.4613,0.66927,0.75238,0.90649,0.90104,0.93442,0.49766,1.23518,0.54671,0.61722,0.0002873,0.0002873,0.0002873
175,7611.99,1.38743,0.63141,0.76798,0.91548,0.90257,0.94303,0.51943,1.19573,0.53571,0.61869,0.0002774,0.0002774,0.0002774
176,7655.4,1.41031,0.68393,0.75803,0.89022,0.85527,0.90819,0.42765,1.46399,0.61479,0.62663,0.0002675,0.0002675,0.0002675
177,7699.18,1.47495,0.66693,0.77096,0.90668,0.89193,0.92972,0.5041,1.20135,0.53472,0.61768,0.0002576,0.0002576,0.0002576
178,7741.91,1.41668,0.64531,0.75936,0.89044,0.89909,0.92192,0.45599,1.39032,0.56143,0.62317,0.0002477,0.0002477,0.0002477
179,7785.4,1.34108,0.61684,0.75314,0.89952,0.89648,0.92798,0.49739,1.24349,0.54324,0.61842,0.0002378,0.0002378,0.0002378
180,7830.31,1.42663,0.662,0.75589,0.89215,0.88867,0.92243,0.48101,1.30717,0.55993,0.62028,0.0002279,0.0002279,0.0002279
181,7873.53,1.39777,0.63451,0.76126,0.89568,0.88879,0.91972,0.46201,1.33586,0.5702,0.62159,0.000218,0.000218,0.000218
182,7916.46,1.38631,0.60768,0.74768,0.91708,0.89289,0.9347,0.51577,1.20214,0.53248,0.61602,0.0002081,0.0002081,0.0002081
183,7959.55,1.35123,0.62472,0.74397,0.91362,0.90209,0.93364,0.50471,1.20848,0.53054,0.61688,0.0001982,0.0001982,0.0001982
184,8002.81,1.35898,0.62661,0.74647,0.89703,0.89583,0.92384,0.46668,1.37542,0.57699,0.62285,0.0001883,0.0001883,0.0001883
185,8045.2,1.38086,0.64295,0.75193,0.90417,0.90295,0.93134,0.5024,1.23918,0.54425,0.61801,0.0001784,0.0001784,0.0001784
186,8088.35,1.42804,0.66698,0.77475,0.90995,0.91445,0.93603,0.51438,1.18065,0.52608,0.6177,0.0001685,0.0001685,0.0001685
187,8131.05,1.33306,0.62424,0.74125,0.91488,0.90262,0.93569,0.51615,1.18408,0.53065,0.61648,0.0001586,0.0001586,0.0001586
188,8173.86,1.38456,0.61952,0.73701,0.89555,0.88932,0.92129,0.45415,1.41596,0.57877,0.62366,0.0001487,0.0001487,0.0001487
189,8216.33,1.37374,0.63889,0.75994,0.90522,0.90158,0.92924,0.47715,1.35073,0.55354,0.62148,0.0001388,0.0001388,0.0001388
190,8259.5,1.35536,0.6607,0.75309,0.89797,0.90299,0.92845,0.46976,1.38197,0.55785,0.62261,0.0001289,0.0001289,0.0001289
191,8302.61,1.31736,0.60099,0.72237,0.90475,0.90039,0.93295,0.51283,1.1976,0.53199,0.61658,0.000119,0.000119,0.000119
192,8345.02,1.22211,0.55859,0.67757,0.89094,0.86694,0.91749,0.43666,1.50337,0.6325,0.62621,0.0001091,0.0001091,0.0001091
193,8388.52,1.1678,0.54565,0.67635,0.89073,0.88097,0.92402,0.46005,1.4334,0.59229,0.62342,9.92e-05,9.92e-05,9.92e-05
194,8432.58,1.25468,0.57294,0.69742,0.8978,0.88073,0.91778,0.47211,1.33717,0.56155,0.62111,8.93e-05,8.93e-05,8.93e-05
195,8475.93,1.28242,0.65549,0.69883,0.90802,0.91264,0.93752,0.52212,1.16237,0.5094,0.61616,7.94e-05,7.94e-05,7.94e-05
196,8519.56,1.24482,0.55931,0.69403,0.90412,0.89631,0.92803,0.49243,1.30221,0.55623,0.61999,6.95e-05,6.95e-05,6.95e-05
197,8563.54,1.23369,0.57849,0.6946,0.90659,0.89974,0.93259,0.49393,1.26024,0.55331,0.61847,5.96e-05,5.96e-05,5.96e-05
198,8606.69,1.26614,0.58073,0.71034,0.91009,0.90281,0.93241,0.49026,1.3049,0.54955,0.61982,4.97e-05,4.97e-05,4.97e-05
199,8649.92,1.16653,0.54795,0.68104,0.9085,0.90503,0.934,0.48109,1.35557,0.55494,0.62111,3.98e-05,3.98e-05,3.98e-05
200,8694.17,1.32197,0.62877,0.72436,0.91236,0.91341,0.93832,0.51148,1.20894,0.5203,0.61592,2.99e-05,2.99e-05,2.99e-05
