epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,435.587,0.65177,0.46279,0.0253,0.82077,0.77539,0.76696,0.16978,0.69361,0.3829,0.02981,0.00180992,0.00180992,0.00180992
26,452.416,0.6688,0.45594,0.02551,0.86661,0.84173,0.87343,0.33383,0.55451,0.44686,0.02079,0.001802,0.001802,0.001802
27,469.237,0.67262,0.46543,0.02892,0.76561,0.77195,0.76192,0.15935,0.70755,0.39117,0.03058,0.00179408,0.00179408,0.00179408
28,486.158,0.73463,0.45106,0.03085,0.81711,0.80339,0.80584,0.19119,0.67666,0.36714,0.02777,0.00178616,0.00178616,0.00178616
29,503.155,0.75224,0.43391,0.03166,0.75698,0.69964,0.67306,0.14331,0.73188,0.37797,0.03174,0.00177824,0.00177824,0.00177824
30,520.063,0.64052,0.44669,0.02555,0.89481,0.89453,0.91578,0.43318,0.47595,0.50705,0.01506,0.00177032,0.00177032,0.00177032
31,537.022,0.7031,0.45748,0.02555,0.80226,0.7806,0.77367,0.18756,0.65997,0.43869,0.02819,0.0017624,0.0017624,0.0017624
32,553.784,0.71898,0.44822,0.02953,0.72266,0.65755,0.61659,0.12266,0.74243,0.34874,0.03189,0.00175448,0.00175448,0.00175448
33,570.475,0.74999,0.44505,0.03084,0.82441,0.7825,0.78354,0.18358,0.67109,0.39355,0.02865,0.00174656,0.00174656,0.00174656
34,587.217,0.67896,0.43939,0.02895,0.86683,0.86448,0.87349,0.2974,0.59444,0.37927,0.02404,0.00173864,0.00173864,0.00173864
35,604.241,0.68289,0.43247,0.02812,0.93427,0.90299,0.94181,0.4836,0.42772,0.39156,0.01546,0.00173072,0.00173072,0.00173072
36,621.413,0.65957,0.43613,0.03331,0.8448,0.80078,0.80376,0.2002,0.67194,0.36771,0.03016,0.0017228,0.0017228,0.0017228
37,638.278,0.67249,0.43439,0.03347,0.86372,0.84587,0.85529,0.22196,0.65782,0.38874,0.02819,0.00171488,0.00171488,0.00171488
38,655.121,0.63965,0.44035,0.02264,0.7997,0.76417,0.75113,0.15926,0.71358,0.38438,0.0321,0.00170696,0.00170696,0.00170696
39,672.054,0.64787,0.43723,0.02769,0.8718,0.85,0.85998,0.22549,0.65095,0.36651,0.02872,0.00169904,0.00169904,0.00169904
40,689.048,0.62814,0.43517,0.02486,0.87226,0.84467,0.86087,0.2453,0.63338,0.39225,0.02707,0.00169112,0.00169112,0.00169112
41,706.334,0.63252,0.43945,0.03002,0.87021,0.84686,0.85267,0.22138,0.65433,0.37505,0.02876,0.0016832,0.0016832,0.0016832
42,723.546,0.61634,0.43469,0.02805,0.76209,0.72365,0.69635,0.12115,0.75282,0.3618,0.03341,0.00167528,0.00167528,0.00167528
43,740.797,0.64502,0.43098,0.02679,0.88799,0.87228,0.89231,0.29985,0.60515,0.39367,0.02569,0.00166736,0.00166736,0.00166736
44,758.566,0.64879,0.42867,0.03115,0.82655,0.82527,0.81541,0.21228,0.68284,0.36953,0.0311,0.00165944,0.00165944,0.00165944
45,775.991,0.6367,0.43807,0.03164,0.91069,0.89518,0.92106,0.40432,0.52425,0.37725,0.02315,0.00165152,0.00165152,0.00165152
46,793.062,0.65032,0.44269,0.02929,0.70162,0.69401,0.63408,0.09979,0.78267,0.35362,0.03565,0.0016436,0.0016436,0.0016436
47,810.146,0.85963,0.42887,0.04678,0.08819,0.0944,0.01892,0.00254,0.93936,0.28278,0.04573,0.00163568,0.00163568,0.00163568
48,826.932,0.72339,0.46649,0.03609,0.74215,0.72982,0.69257,0.12837,0.74606,0.44629,0.03625,0.00162776,0.00162776,0.00162776
49,843.777,0.74086,0.45216,0.03537,0.86796,0.85594,0.87972,0.34533,0.54049,0.3948,0.02166,0.00161984,0.00161984,0.00161984
50,860.847,0.70507,0.4409,0.03234,0.85704,0.83203,0.84486,0.26149,0.59404,0.38597,0.02461,0.00161192,0.00161192,0.00161192
51,877.88,0.67936,0.44131,0.02764,0.8218,0.80469,0.79295,0.17176,0.68106,0.39981,0.02913,0.001604,0.001604,0.001604
52,894.983,0.74116,0.43906,0.03162,0.43379,0.42969,0.259,0.0351,0.83744,0.38484,0.03683,0.00159608,0.00159608,0.00159608
53,912.17,0.71155,0.4413,0.03098,0.7362,0.71039,0.66672,0.13617,0.73475,0.37682,0.03204,0.00158816,0.00158816,0.00158816
54,929.15,0.61189,0.44716,0.02038,0.86845,0.85612,0.86648,0.29039,0.59956,0.41855,0.0241,0.00158024,0.00158024,0.00158024
55,946.383,0.62771,0.43897,0.02571,0.86132,0.84896,0.86408,0.35772,0.52293,0.41096,0.0221,0.00157232,0.00157232,0.00157232
56,963.489,0.71051,0.44536,0.02639,0.89914,0.87641,0.89899,0.38866,0.51072,0.37983,0.01774,0.0015644,0.0015644,0.0015644
57,980.638,0.66408,0.45373,0.02683,0.87035,0.87109,0.87776,0.2992,0.58237,0.43449,0.02184,0.00155648,0.00155648,0.00155648
58,997.688,0.62325,0.45417,0.02799,0.68549,0.66602,0.59618,0.10094,0.76576,0.3855,0.03396,0.00154856,0.00154856,0.00154856
59,1014.72,0.64396,0.45802,0.02307,0.75183,0.74805,0.69636,0.1472,0.69525,0.36572,0.02935,0.00154064,0.00154064,0.00154064
60,1031.66,0.60576,0.44681,0.02022,0.58825,0.52604,0.43606,0.06729,0.7943,0.3781,0.03481,0.00153272,0.00153272,0.00153272
61,1048.6,0.61671,0.44381,0.02057,0.91851,0.88053,0.91741,0.38726,0.50009,0.52193,0.02033,0.0015248,0.0015248,0.0015248
62,1065.45,0.6795,0.4528,0.02338,0.72173,0.70898,0.66222,0.10254,0.74071,0.39005,0.03337,0.00151688,0.00151688,0.00151688
63,1082.25,0.63605,0.44727,0.02264,0.9046,0.89388,0.91202,0.40559,0.4892,0.40882,0.01925,0.00150896,0.00150896,0.00150896
64,1099.28,0.59752,0.44008,0.02275,0.62726,0.59701,0.50956,0.06991,0.79584,0.37974,0.0363,0.00150104,0.00150104,0.00150104
65,1116.38,0.6133,0.44456,0.02158,0.83364,0.8151,0.81304,0.19757,0.66897,0.3643,0.02955,0.00149312,0.00149312,0.00149312
66,1133.96,0.59479,0.44111,0.02481,0.87931,0.87109,0.88958,0.2489,0.62502,0.37345,0.02682,0.0014852,0.0014852,0.0014852
67,1151.35,0.62279,0.43994,0.02381,0.84521,0.83203,0.83293,0.20948,0.66679,0.34704,0.02877,0.00147728,0.00147728,0.00147728
68,1168.28,0.63095,0.43813,0.02402,0.83594,0.79945,0.80965,0.19102,0.68595,0.37368,0.0308,0.00146936,0.00146936,0.00146936
69,1185.29,0.58149,0.43426,0.02141,0.89871,0.85482,0.89201,0.30601,0.57319,0.38813,0.02457,0.00146144,0.00146144,0.00146144
70,1202.37,0.62304,0.44801,0.02298,0.84498,0.82687,0.84361,0.22471,0.63587,0.38357,0.02712,0.00145352,0.00145352,0.00145352
71,1219.45,0.58438,0.44599,0.02048,0.8815,0.88139,0.90193,0.32406,0.54791,0.3835,0.02196,0.0014456,0.0014456,0.0014456
72,1236.3,0.58449,0.43554,0.02054,0.79059,0.80372,0.78828,0.17025,0.69449,0.37966,0.03026,0.00143768,0.00143768,0.00143768
73,1253.14,0.57963,0.44059,0.01933,0.82768,0.79742,0.81205,0.19962,0.66256,0.36763,0.02842,0.00142976,0.00142976,0.00142976
74,1270.07,0.60137,0.43365,0.02337,0.73075,0.69336,0.64434,0.10886,0.75816,0.44364,0.03337,0.00142184,0.00142184,0.00142184
75,1287.08,0.6042,0.439,0.0216,0.85107,0.83919,0.83478,0.21787,0.65171,0.37758,0.02821,0.00141392,0.00141392,0.00141392
76,1303.83,0.5776,0.4411,0.02082,0.86462,0.84825,0.86082,0.29185,0.58384,0.37653,0.02535,0.001406,0.001406,0.001406
77,1320.53,0.56771,0.43742,0.0206,0.90942,0.89323,0.91523,0.37877,0.52274,0.37679,0.02049,0.00139808,0.00139808,0.00139808
78,1337.42,0.58761,0.4346,0.02204,0.88629,0.88021,0.89335,0.27984,0.60041,0.39168,0.0258,0.00139016,0.00139016,0.00139016
79,1354.21,0.56992,0.43793,0.02136,0.88893,0.88582,0.90082,0.33124,0.54562,0.38947,0.02196,0.00138224,0.00138224,0.00138224
80,1371.04,0.57775,0.43786,0.02198,0.82869,0.82617,0.82434,0.21272,0.65958,0.37931,0.02887,0.00137432,0.00137432,0.00137432
81,1388.01,0.54064,0.43026,0.01915,0.79862,0.80811,0.7995,0.18025,0.69718,0.39626,0.03102,0.0013664,0.0013664,0.0013664
82,1404.76,0.54372,0.45245,0.01975,0.85003,0.85807,0.85822,0.25549,0.61837,0.38414,0.02601,0.00135848,0.00135848,0.00135848
83,1421.6,0.54232,0.43417,0.01639,0.87462,0.87044,0.88109,0.30741,0.58282,0.38376,0.02463,0.00135056,0.00135056,0.00135056
84,1438.45,0.53541,0.43632,0.02007,0.87129,0.88477,0.89119,0.31653,0.57231,0.38143,0.02488,0.00134264,0.00134264,0.00134264
85,1455.26,0.55395,0.43776,0.02032,0.89377,0.90375,0.92269,0.37563,0.52898,0.38321,0.02231,0.00133472,0.00133472,0.00133472
