epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,4393.65,1.31828,0.70294,0.98419,0.90057,0.88767,0.92961,0.42688,1.91943,0.80448,0.93684,0.007525,0.007525,0.007525
27,4562.27,1.3019,0.68178,0.97689,0.91581,0.87416,0.93016,0.484,1.7511,0.79271,0.88568,0.007426,0.007426,0.007426
28,4730.84,1.28759,0.68297,0.98482,0.90814,0.89072,0.93505,0.53847,1.50114,0.74119,0.81511,0.007327,0.007327,0.007327
29,4899.44,1.283,0.68554,0.97798,0.9241,0.89748,0.94272,0.53399,1.55768,0.75187,0.83208,0.007228,0.007228,0.007228
30,5068,1.26003,0.68274,0.97048,0.91281,0.88772,0.94054,0.57586,1.40172,0.77454,0.79475,0.007129,0.007129,0.007129
31,5236.62,1.25462,0.68148,0.97086,0.9102,0.89065,0.94113,0.49426,1.67134,0.83158,0.85598,0.00703,0.00703,0.00703
32,5405.38,1.26218,0.67589,0.97161,0.92714,0.91265,0.95383,0.59437,1.32893,0.81119,0.78564,0.006931,0.006931,0.006931
33,5574.19,1.24806,0.67691,0.96828,0.93051,0.88499,0.94267,0.53003,1.56973,0.75244,0.84005,0.006832,0.006832,0.006832
34,168.362,1.22437,0.65943,0.971,0.93416,0.91701,0.95773,0.64214,1.18928,0.72828,0.74544,0.006733,0.006733,0.006733
35,336.967,1.21821,0.64581,0.96149,0.92463,0.89561,0.94268,0.50043,1.6915,0.80681,0.85852,0.006634,0.006634,0.006634
36,505.604,1.20636,0.64455,0.96075,0.93006,0.89298,0.94357,0.5087,1.65355,0.76046,0.84734,0.006535,0.006535,0.006535
37,673.976,1.20513,0.65111,0.96839,0.90324,0.89037,0.93118,0.39201,2.07493,0.91543,0.97216,0.006436,0.006436,0.006436
38,842.535,1.17831,0.64465,0.95035,0.92077,0.88622,0.93596,0.47973,1.79176,0.76921,0.87337,0.006337,0.006337,0.006337
39,1011.08,1.20203,0.64553,0.96213,0.91795,0.90387,0.94794,0.54253,1.53804,0.80863,0.81535,0.006238,0.006238,0.006238
40,1179.88,1.16117,0.62369,0.95172,0.93148,0.90387,0.95003,0.61344,1.33156,0.69262,0.77494,0.006139,0.006139,0.006139
41,1348.4,1.16707,0.62987,0.94768,0.93192,0.90124,0.94864,0.61792,1.28058,0.717,0.77011,0.00604,0.00604,0.00604
42,1517.02,1.13715,0.62361,0.94141,0.92574,0.91513,0.95332,0.57633,1.42896,0.74006,0.78891,0.005941,0.005941,0.005941
43,1685.39,1.14999,0.62872,0.95188,0.92958,0.911,0.94851,0.62199,1.32001,0.70249,0.78244,0.005842,0.005842,0.005842
44,1853.89,1.15346,0.62634,0.95153,0.92858,0.90875,0.94856,0.58813,1.41937,0.70381,0.7928,0.005743,0.005743,0.005743
45,2022.55,1.13788,0.61455,0.94343,0.93123,0.89493,0.94747,0.59145,1.4219,0.66969,0.79071,0.005644,0.005644,0.005644
46,2191.18,1.11867,0.61164,0.9378,0.92725,0.90837,0.95364,0.59767,1.37929,0.7053,0.78449,0.005545,0.005545,0.005545
47,2359.63,1.12441,0.62567,0.94516,0.92986,0.89335,0.94592,0.48457,1.75311,0.7495,0.86022,0.005446,0.005446,0.005446
48,2528.21,1.11441,0.61394,0.93551,0.93208,0.89373,0.95203,0.50328,1.71945,0.73923,0.85022,0.005347,0.005347,0.005347
49,2696.76,1.0866,0.58347,0.932,0.92909,0.89673,0.94756,0.50681,1.6986,0.73783,0.8529,0.005248,0.005248,0.005248
50,2865.35,1.10754,0.62624,0.94136,0.9385,0.90349,0.95411,0.53594,1.54681,0.75148,0.80608,0.005149,0.005149,0.005149
51,3033.92,1.09244,0.59271,0.93929,0.93318,0.92305,0.96186,0.63472,1.27794,0.67799,0.7563,0.00505,0.00505,0.00505
52,3202.45,1.07965,0.59179,0.93404,0.93463,0.91265,0.95721,0.58058,1.43041,0.74176,0.77817,0.004951,0.004951,0.004951
53,3370.71,1.07408,0.57756,0.9328,0.9316,0.90529,0.94974,0.52792,1.62906,0.68628,0.82816,0.004852,0.004852,0.004852
54,3539.19,1.08922,0.60641,0.9328,0.92613,0.90499,0.95291,0.53936,1.58006,0.70496,0.81289,0.004753,0.004753,0.004753
55,3707.98,1.07346,0.57962,0.93295,0.9272,0.89911,0.94901,0.57644,1.45015,0.67696,0.78301,0.004654,0.004654,0.004654
56,3876.44,1.06399,0.59662,0.92996,0.93093,0.89974,0.94912,0.51699,1.63108,0.71143,0.82253,0.004555,0.004555,0.004555
57,4044.91,1.04033,0.58083,0.92434,0.93059,0.91776,0.9572,0.57772,1.42236,0.67934,0.77995,0.004456,0.004456,0.004456
58,4213.46,1.0387,0.58618,0.92066,0.91813,0.90161,0.95022,0.54328,1.55961,0.71235,0.80811,0.004357,0.004357,0.004357
59,4381.89,1.03961,0.57437,0.92066,0.92981,0.91029,0.95393,0.59025,1.41546,0.66208,0.77392,0.004258,0.004258,0.004258
60,4550.4,1.03286,0.55727,0.91845,0.93182,0.91357,0.95637,0.58625,1.42718,0.6638,0.78174,0.004159,0.004159,0.004159
61,4719.14,1.01675,0.55671,0.92548,0.93111,0.9085,0.9511,0.56735,1.46671,0.68671,0.7878,0.00406,0.00406,0.00406
62,4887.73,1.02614,0.5674,0.92172,0.93366,0.89842,0.95028,0.56792,1.47611,0.7133,0.79399,0.003961,0.003961,0.003961
63,5056.2,0.99757,0.55895,0.91452,0.92785,0.89786,0.9533,0.59175,1.3896,0.69091,0.77659,0.003862,0.003862,0.003862
64,5224.73,1.00502,0.55371,0.91686,0.92515,0.90977,0.95292,0.56381,1.48524,0.70039,0.78814,0.003763,0.003763,0.003763
65,5393.24,1.01745,0.54754,0.92076,0.93595,0.91588,0.95786,0.60513,1.33701,0.66168,0.75476,0.003664,0.003664,0.003664
66,5561.84,0.99982,0.54763,0.91878,0.93366,0.91138,0.95459,0.57974,1.44693,0.68109,0.78206,0.003565,0.003565,0.003565
67,5730.43,1.00927,0.57065,0.92167,0.93787,0.90312,0.9551,0.57503,1.46253,0.69147,0.77852,0.003466,0.003466,0.003466
68,5899.03,0.96004,0.53281,0.90905,0.92372,0.91862,0.95328,0.56416,1.49547,0.68794,0.78576,0.003367,0.003367,0.003367
69,6067.43,0.96726,0.53072,0.90882,0.93686,0.90816,0.9575,0.59612,1.40436,0.66592,0.76782,0.003268,0.003268,0.003268
70,6235.91,0.98315,0.54611,0.91794,0.93272,0.91288,0.95587,0.6163,1.33955,0.6334,0.75332,0.003169,0.003169,0.003169
71,6404.5,0.97042,0.54966,0.91345,0.93295,0.91063,0.95643,0.62588,1.32065,0.63751,0.75349,0.00307,0.00307,0.00307
72,6573.11,0.97475,0.53915,0.91201,0.94168,0.911,0.95962,0.63651,1.29618,0.64749,0.74702,0.002971,0.002971,0.002971
73,6741.73,0.96259,0.53513,0.91316,0.9399,0.91138,0.95949,0.63005,1.32079,0.65229,0.75163,0.002872,0.002872,0.002872
74,6910.04,0.9627,0.54478,0.90935,0.9416,0.91063,0.95971,0.62566,1.34202,0.65335,0.75328,0.002773,0.002773,0.002773
75,7078.67,0.93871,0.53014,0.90255,0.93487,0.91096,0.95771,0.61461,1.36238,0.67511,0.75548,0.002674,0.002674,0.002674
76,7247.37,0.93454,0.52137,0.90599,0.93507,0.91363,0.95721,0.61518,1.34889,0.69411,0.75196,0.002575,0.002575,0.002575
77,7415.89,0.92116,0.53394,0.89954,0.94418,0.91467,0.96087,0.63644,1.29287,0.66361,0.74146,0.002476,0.002476,0.002476
78,7584.4,0.91085,0.50689,0.90003,0.9404,0.91513,0.96028,0.62948,1.32333,0.66402,0.74682,0.002377,0.002377,0.002377
79,7753.04,0.93286,0.51551,0.90861,0.9346,0.91964,0.96009,0.63074,1.30739,0.67402,0.74068,0.002278,0.002278,0.002278
80,7921.68,0.9232,0.52282,0.90109,0.93887,0.91889,0.96161,0.64291,1.26883,0.67768,0.7336,0.002179,0.002179,0.002179
81,8090.27,0.92434,0.5123,0.90415,0.94505,0.91716,0.96278,0.64167,1.28255,0.6598,0.73406,0.00208,0.00208,0.00208
82,8258.87,0.91178,0.49922,0.90031,0.94422,0.91551,0.96282,0.63462,1.31303,0.63621,0.74239,0.001981,0.001981,0.001981
83,8427.47,0.91027,0.50543,0.90276,0.94592,0.9125,0.96199,0.62841,1.31826,0.63525,0.74217,0.001882,0.001882,0.001882
84,8596.02,0.89673,0.49566,0.8972,0.94352,0.90967,0.96147,0.61998,1.34553,0.64349,0.74765,0.001783,0.001783,0.001783
85,8764.7,0.89913,0.50933,0.90283,0.94468,0.91063,0.96113,0.6265,1.3286,0.65183,0.74474,0.001684,0.001684,0.001684
86,8936.3,0.89419,0.48905,0.89541,0.9431,0.90874,0.96027,0.63688,1.30475,0.65405,0.74156,0.001585,0.001585,0.001585
87,169.073,0.88153,0.49125,0.90378,0.94448,0.90988,0.96085,0.6499,1.26524,0.64563,0.7343,0.001486,0.001486,0.001486
88,338.012,0.88454,0.49013,0.89623,0.94602,0.90913,0.96042,0.64619,1.27864,0.64637,0.73678,0.001387,0.001387,0.001387
89,506.944,0.8702,0.48126,0.8951,0.94479,0.91025,0.95971,0.64718,1.27976,0.64403,0.73858,0.001288,0.001288,0.001288
90,675.678,0.87327,0.48995,0.90243,0.9443,0.91438,0.96056,0.64585,1.28222,0.64169,0.73963,0.001189,0.001189,0.001189
91,845.067,0.83863,0.47598,0.89604,0.94357,0.91476,0.9606,0.64757,1.28235,0.64099,0.73924,0.00109,0.00109,0.00109
92,1013.99,0.84098,0.47566,0.8977,0.94293,0.91626,0.96031,0.63803,1.31257,0.64322,0.74482,0.000991,0.000991,0.000991
93,1183.03,0.82351,0.46405,0.89772,0.9417,0.91588,0.96001,0.63915,1.30893,0.63291,0.74534,0.000892,0.000892,0.000892
94,1351.83,0.81677,0.45566,0.89157,0.93994,0.91674,0.96033,0.64374,1.29758,0.62816,0.74261,0.000793,0.000793,0.000793
95,1520.73,0.80947,0.47568,0.89041,0.94044,0.91851,0.96047,0.65071,1.27913,0.62379,0.73905,0.000694,0.000694,0.000694
96,1689.7,0.81283,0.45461,0.88963,0.94181,0.91776,0.96024,0.65213,1.27695,0.62856,0.7387,0.000595,0.000595,0.000595
97,1858.58,0.80189,0.46091,0.88759,0.94141,0.91712,0.96008,0.65182,1.27835,0.63355,0.73795,0.000496,0.000496,0.000496
98,2027.57,0.79281,0.45382,0.89545,0.94242,0.91576,0.9607,0.64927,1.28659,0.6358,0.73948,0.000397,0.000397,0.000397
99,2196.52,0.77845,0.44835,0.88834,0.93945,0.91889,0.96095,0.64764,1.29168,0.63821,0.74025,0.000298,0.000298,0.000298
100,2365.45,0.77906,0.45301,0.88221,0.93898,0.91885,0.96015,0.64769,1.29257,0.63914,0.74041,0.000199,0.000199,0.000199
